"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
239.3,55.577,0.53741,105.48,55.578,0.54103,105.45,841.73,0.0169,0.016902,1,0.0053803,0.0018151,-1e-05,0.0031384
239.48,53.431,0.55538,103.09,53.433,0.55905,103.06,842.13,0.016896,0.016898,1,0.0053875,0.0018217,-1e-05,0.0031353
239.64,51.324,0.57251,100.77,51.327,0.57618,100.74,842.52,0.016892,0.016894,1,0.0053948,0.0018282,-1e-05,0.0031322
239.72,49.563,0.57711,98.888,49.566,0.58043,98.857,842.86,0.016893,0.016895,1,0.005402,0.0018348,-1e-05,0.0031292
239.75,47.969,0.5755,97.227,47.971,0.57829,97.196,843.16,0.016897,0.016899,1,0.0054092,0.0018413,-1e-05,0.0031261
239.78,46.403,0.5729,95.607,46.405,0.57519,95.577,843.46,0.016901,0.016903,1,0.0054165,0.0018479,-1e-05,0.0031231
239.79,44.895,0.5693,94.075,44.897,0.57112,94.046,843.72,0.016905,0.016907,1,0.0054237,0.0018544,-1e-05,0.00312
239.79,43.446,0.56498,92.632,43.447,0.56635,92.603,843.96,0.01691,0.016912,1,0.0054309,0.001861,-1e-05,0.0031169
239.78,42.021,0.56007,91.223,42.021,0.56099,91.194,844.18,0.016915,0.016917,1,0.0054382,0.0018675,-1e-05,0.0031139
239.76,40.618,0.55455,89.847,40.618,0.55504,89.819,844.39,0.016921,0.016923,1,0.0054454,0.0018741,-1e-05,0.0031108
239.74,39.239,0.54843,88.505,39.238,0.5485,88.477,844.59,0.016926,0.016928,1,0.0054526,0.0018806,-1e-05,0.0031078
239.72,37.883,0.54172,87.196,37.881,0.54137,87.169,844.78,0.016932,0.016933,1,0.0054599,0.0018872,-1e-05,0.0031047
239.61,36.788,0.51914,86.302,36.785,0.51838,86.275,844.71,0.016937,0.016939,1,0.0054671,0.0018937,-1e-05,0.0031016
239.51,35.711,0.49644,85.437,35.707,0.49529,85.412,844.62,0.016943,0.016945,1,0.0054743,0.0019003,-1e-05,0.0030986
239.4,34.65,0.47385,84.597,34.645,0.47232,84.572,844.51,0.016949,0.016951,1,0.0054815,0.0019068,-1e-05,0.0030955
239.28,33.603,0.45136,83.781,33.597,0.44947,83.757,844.4,0.016955,0.016956,1,0.0054888,0.0019134,-1e-05,0.0030924
239.16,32.572,0.42898,82.989,32.565,0.42674,82.965,844.26,0.016961,0.016962,1,0.005496,0.00192,-1e-05,0.0030894
239.04,31.557,0.40671,82.221,31.548,0.40412,82.198,844.12,0.016966,0.016968,1,0.0055032,0.0019265,-1e-05,0.0030863
238.92,30.556,0.38454,81.478,30.547,0.38164,81.456,843.96,0.016972,0.016973,1,0.0055105,0.0019331,-1e-05,0.0030833
238.79,29.571,0.36249,80.758,29.56,0.35927,80.737,843.79,0.016978,0.016979,1,0.0055177,0.0019396,-1e-05,0.0030802
238.64,28.635,0.33944,80.135,28.624,0.33599,80.114,843.51,0.016982,0.016984,1,0.0055249,0.0019462,-1e-05,0.0030771
238.46,27.8,0.31401,79.711,27.787,0.31046,79.691,843,0.016985,0.016986,1,0.0055322,0.0019527,-1e-05,0.0030741
238.28,26.975,0.28908,79.303,26.961,0.28546,79.284,842.48,0.016988,0.016989,1,0.0055394,0.0019593,-1e-05,0.003071
238.09,26.192,0.26543,78.958,26.176,0.26174,78.939,841.93,0.01699,0.016991,1,0.0055466,0.0019658,-1e-05,0.003068
237.9,25.418,0.24221,78.628,25.401,0.23845,78.609,841.36,0.016992,0.016992,1,0.0055539,0.0019724,-1e-05,0.0030649
237.72,24.653,0.21938,78.311,24.635,0.21557,78.293,840.78,0.016993,0.016994,1,0.0055611,0.0019789,-1e-05,0.0030618
237.53,23.898,0.19696,78.007,23.878,0.1931,77.989,840.2,0.016995,0.016996,1,0.0055683,0.0019855,-1e-05,0.0030588
237.34,23.151,0.17495,77.716,23.131,0.17103,77.699,839.6,0.016996,0.016997,1,0.0055756,0.001992,-1e-05,0.0030557
237.15,22.414,0.15333,77.439,22.392,0.14938,77.422,839,0.016998,0.016998,1,0.0055828,0.0019986,-1e-05,0.0030527
236.95,21.725,0.13437,77.26,21.702,0.13047,77.244,838.25,0.016997,0.016997,1,0.00559,0.0020051,-1e-05,0.0030496
236.75,21.071,0.11738,77.152,21.048,0.11358,77.136,837.42,0.016995,0.016995,1,0.0055973,0.0020117,-1e-05,0.0030465
236.54,20.425,0.10075,77.052,20.401,0.097056,77.036,836.58,0.016992,0.016993,1,0.0056045,0.0020182,-1e-05,0.0030435
236.34,19.786,0.084487,76.961,19.761,0.080894,76.945,835.74,0.01699,0.01699,1,0.0056117,0.0020248,-1e-05,0.0030404
236.13,19.154,0.068585,76.878,19.128,0.065095,76.862,834.89,0.016987,0.016988,1,0.0056189,0.0020313,-1e-05,0.0030374
235.93,18.529,0.053047,76.803,18.503,0.04966,76.788,834.05,0.016985,0.016985,1,0.0056262,0.0020379,-1e-05,0.0030343
235.73,17.912,0.037875,76.737,17.885,0.034589,76.722,833.2,0.016982,0.016982,1,0.0056334,0.0020444,-1e-05,0.0030312
235.53,17.302,0.023069,76.679,17.274,0.019884,76.664,832.35,0.016979,0.01698,1,0.0056406,0.002051,-1e-05,0.0030282
235.33,16.698,0.0086297,76.63,16.67,0.0055435,76.615,831.5,0.016976,0.016977,1,0.0056479,0.0020575,-1e-05,0.0030251
235.13,16.149,-0.0002886,76.651,16.121,-0.003232,76.637,830.62,0.016972,0.016973,1,0.0056551,0.0020641,-1e-05,0.003022
234.94,15.619,-0.0084548,76.695,15.591,-0.011258,76.68,829.74,0.016968,0.016968,1,0.0056623,0.0020706,-1e-05,0.003019
234.75,15.104,-0.016621,76.752,15.075,-0.019294,76.738,828.85,0.016964,0.016964,1,0.0056696,0.0020772,-1e-05,0.0030159
234.56,14.593,-0.024717,76.813,14.565,-0.027261,76.799,827.97,0.016959,0.016959,1,0.0056768,0.0020837,-1e-05,0.0030129
234.38,14.089,-0.03274,76.878,14.061,-0.035161,76.863,827.1,0.016955,0.016955,1,0.005684,0.0020903,-1e-05,0.0030098
