"T","U:0","U:1","U:2","U_0:0","U_0:1","U_0:2","p","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
119.06,-5.0069,-2.1247,508.22,-5.0564,-2.1034,508.23,16490,0.66513,0.66508,1,0,-3.8191e-05,-1e-05,0.0017475
118.79,-4.8803,-2.0659,508.64,-4.9288,-2.0413,508.65,16398,0.6629,0.66284,1,5.3106e-06,-3.5736e-05,-1e-05,0.0017522
118.51,-4.742,-2.002,509.05,-4.7894,-1.9743,509.07,16303,0.66059,0.66054,1,1.0621e-05,-3.328e-05,-1e-05,0.0017569
118.22,-4.5845,-1.9314,509.46,-4.6307,-1.9008,509.47,16206,0.65824,0.65819,1,1.5932e-05,-3.0825e-05,-1e-05,0.0017616
117.93,-4.4224,-1.86,509.88,-4.4675,-1.8265,509.89,16107,0.65583,0.65578,1,2.1243e-05,-2.837e-05,-1e-05,0.0017663
117.63,-4.2557,-1.7875,510.31,-4.2998,-1.7514,510.31,16006,0.65337,0.65332,1,2.6553e-05,-2.5914e-05,-1e-05,0.001771
117.32,-4.0845,-1.7141,510.74,-4.1276,-1.6755,510.74,15902,0.65086,0.65081,1,3.1864e-05,-2.3459e-05,-1e-05,0.0017757
117.01,-3.9086,-1.6396,511.19,-3.951,-1.5987,511.19,15797,0.64829,0.64824,1,3.7175e-05,-2.1003e-05,-1e-05,0.0017804
116.73,-3.6783,-1.5351,511.57,-3.7195,-1.4928,511.57,15700,0.6459,0.64585,1,4.2485e-05,-1.8548e-05,-1e-05,0.0017851
116.54,-3.2919,-1.3414,511.71,-3.3306,-1.3002,511.71,15632,0.64412,0.64408,1,4.7796e-05,-1.6092e-05,-1e-05,0.0017898
116.37,-2.8876,-1.1359,511.8,-2.9233,-1.0958,511.8,15566,0.64237,0.64233,1,5.3107e-05,-1.3637e-05,-1e-05,0.0017945
116.19,-2.503,-0.933,511.89,-2.5357,-0.89421,511.88,15499,0.64062,0.64058,1,5.8417e-05,-1.1181e-05,-1e-05,0.0017993
116,-2.1381,-0.73282,511.97,-2.1678,-0.69547,511.97,15432,0.63885,0.63882,1,6.3728e-05,-8.7257e-06,-1e-05,0.001804
115.82,-1.7929,-0.53532,512.06,-1.8196,-0.49957,512.05,15364,0.63708,0.63705,1,6.9039e-05,-6.2702e-06,-1e-05,0.0018087
115.64,-1.4673,-0.34052,512.14,-1.491,-0.3065,512.12,15296,0.6353,0.63528,1,7.4349e-05,-3.8148e-06,-1e-05,0.0018134
115.45,-1.1613,-0.1484,512.21,-1.182,-0.11627,512.2,15228,0.63351,0.63349,1,7.966e-05,-1.3593e-06,-1e-05,0.0018181
115.27,-0.87849,0.044304,512.28,-0.89614,0.074102,512.27,15164,0.63185,0.63183,1,8.4971e-05,1.0962e-06,-1e-05,0.0018228
115.12,-0.62562,0.23757,512.34,-0.64008,0.26452,512.33,15107,0.63038,0.63036,1,9.0281e-05,3.5517e-06,-1e-05,0.0018275
114.97,-0.40053,0.42705,512.4,-0.41181,0.45103,512.39,15052,0.62895,0.62893,1,9.5592e-05,6.0071e-06,-1e-05,0.0018322
114.82,-0.20323,0.61274,512.45,-0.21135,0.63363,512.44,14999,0.62756,0.62755,1,0.0001009,8.4626e-06,-1e-05,0.0018369
115.96,0.52081,0.75444,510.48,0.51551,0.77234,510.47,15398,0.63153,0.63152,1,0.00010621,1.0918e-05,-1e-05,0.0018416
122.33,3.5688,0.72186,500.22,3.5649,0.73771,500.2,17628,0.65718,0.65718,1,0.00011152,1.3374e-05,-1e-05,0.0018463
128.54,6.6487,0.68111,490.23,6.6461,0.69501,490.22,19767,0.68195,0.68195,1,0.00011683,1.5829e-05,-1e-05,0.0018511
134.57,9.72,0.62806,480.56,9.7186,0.64001,480.55,21815,0.70594,0.70595,1,0.00012215,1.8285e-05,-1e-05,0.0018558
140.39,12.788,0.55971,471.3,12.788,0.56971,471.29,23762,0.72909,0.7291,1,0.00012746,2.074e-05,-1e-05,0.0018605
146,15.904,0.47998,462.43,15.904,0.48811,462.42,25606,0.75119,0.75121,1,0.00013277,2.3195e-05,-1e-05,0.0018652
151.39,19.068,0.38883,453.93,19.069,0.39516,453.93,27346,0.77226,0.77228,1,0.00013808,2.5651e-05,-1e-05,0.0018699
156.57,22.279,0.28622,445.82,22.281,0.29081,445.82,28982,0.79229,0.79232,1,0.00014339,2.8106e-05,-1e-05,0.0018746
161.53,25.538,0.17209,438.1,25.541,0.17502,438.09,30514,0.81128,0.81131,1,0.0001487,3.0562e-05,-1e-05,0.0018793
166.28,28.845,0.046393,430.76,28.849,0.047742,430.76,31942,0.82924,0.82927,1,0.00015401,3.3017e-05,-1e-05,0.001884
170.72,32.102,-0.097826,424.02,32.107,-0.098279,424.02,33265,0.84624,0.84628,1,0.00015932,3.5473e-05,-1e-05,0.0018887
174.83,35.294,-0.25859,417.94,35.3,-0.26111,417.94,34483,0.86227,0.8623,1,0.00016463,3.7928e-05,-1e-05,0.0018934
180.61,39.715,-0.48168,409.3,39.72,-0.4848,409.29,36654,0.88655,0.88659,1,0.00016994,4.0384e-05,-1e-05,0.0018981
187.9,45.215,-0.75181,398.25,45.219,-0.75422,398.25,39668,0.91823,0.91828,1,0.00017525,4.2839e-05,-1e-05,0.0019029
195.07,50.737,-1.0197,387.43,50.741,-1.0214,387.43,42601,0.94922,0.94927,1,0.00018056,4.5295e-05,-1e-05,0.0019076
202.1,56.281,-1.2854,376.82,56.284,-1.2863,376.82,45451,0.97952,0.97958,1,0.00018587,4.775e-05,-1e-05,0.0019123
209,61.847,-1.5489,366.44,61.849,-1.549,366.43,48220,1.0091,1.0092,1,0.00019118,5.0206e-05,-1e-05,0.001917
215.54,67.328,-1.8154,356.78,67.33,-1.8151,356.77,50895,1.0382,1.0382,1,0.00019649,5.2661e-05,-1e-05,0.0019217
221.76,72.755,-2.084,347.76,72.756,-2.0836,347.75,53474,1.0667,1.0667,1,0.00020181,5.5117e-05,-1e-05,0.0019264
227.8,78.205,-2.3511,339.03,78.206,-2.3505,339.03,55965,1.0945,1.0946,1,0.00020712,5.7572e-05,-1e-05,0.0019311
233.67,83.679,-2.6166,330.59,83.679,-2.6159,330.59,58369,1.1217,1.1218,1,0.00021243,6.0028e-05,-1e-05,0.0019358
239.36,89.176,-2.8806,322.44,89.176,-2.8797,322.44,60685,1.1482,1.1483,1,0.00021774,6.2483e-05,-1e-05,0.0019405
244.89,94.696,-3.1431,314.58,94.696,-3.142,314.58,62913,1.1741,1.1742,1,0.00022305,6.4939e-05,-1e-05,0.0019452
250.23,100.24,-3.4041,307.01,100.24,-3.4029,307.01,65053,1.1994,1.1995,1,0.00022836,6.7394e-05,-1e-05,0.0019499
251.72,104.63,-3.5139,305.07,104.63,-3.512,305.07,65798,1.2077,1.2078,1,0.00023367,6.985e-05,-1e-05,0.0019547
252.72,108.78,-3.5943,303.73,108.78,-3.5916,303.72,66391,1.2144,1.2145,1,0.00023898,7.2305e-05,-1e-05,0.0019594
253.95,112.95,-3.6709,301.83,112.95,-3.6674,301.82,67049,1.222,1.2221,1,0.00024429,7.4761e-05,-1e-05,0.0019641
255.4,117.13,-3.7439,299.37,117.13,-3.7395,299.37,67771,1.2304,1.2306,1,0.0002496,7.7216e-05,-1e-05,0.0019688
257.06,121.34,-3.8132,296.36,121.34,-3.8078,296.36,68559,1.2398,1.2399,1,0.00025491,7.9671e-05,-1e-05,0.0019735
258.96,125.56,-3.8789,292.8,125.56,-3.8725,292.79,69412,1.25,1.2501,1,0.00026022,8.2127e-05,-1e-05,0.0019782
261.07,129.8,-3.941,288.68,129.8,-3.9334,288.67,70329,1.2611,1.2612,1,0.00026553,8.4582e-05,-1e-05,0.0019829
263.14,134,-3.9873,284.45,134,-3.9785,284.45,71233,1.2724,1.2725,1,0.00027084,8.7038e-05,-1e-05,0.0019876
265.35,138.4,-4.0342,279.9,138.39,-4.0241,279.9,72174,1.2844,1.2845,1,0.00027615,8.9493e-05,-1e-05,0.0019923
267.77,143.03,-4.0858,274.92,143.03,-4.0744,274.92,73168,1.2974,1.2975,1,0.00028147,9.1949e-05,-1e-05,0.001997
270.4,147.91,-4.142,269.51,147.91,-4.1293,269.52,74218,1.3112,1.3113,1,0.00028678,9.4404e-05,-1e-05,0.0020017
271.79,152.23,-4.1741,266.31,152.23,-4.1605,266.32,74602,1.3178,1.3179,1,0.00029209,9.686e-05,-1e-05,0.0020064
268.01,153.64,-4.0971,272.47,153.64,-4.0842,272.48,72406,1.2949,1.295,1,0.0002974,9.9315e-05,-1e-05,0.0020112
264.52,154.98,-4.0151,278.11,154.98,-4.0028,278.12,70352,1.2731,1.2732,1,0.00030271,0.00010177,-1e-05,0.0020159
261.15,156.59,-3.9552,283.56,156.59,-3.943,283.57,68249,1.2489,1.249,1,0.00030802,0.00010423,-1e-05,0.0020206
258.05,158.25,-3.9007,288.55,158.25,-3.8885,288.56,66285,1.2259,1.226,1,0.00031333,0.00010668,-1e-05,0.0020253
255.23,159.95,-3.8504,293.06,159.94,-3.8383,293.08,64471,1.2044,1.2045,1,0.00031864,0.00010914,-1e-05,0.00203
252.68,161.68,-3.8044,297.09,161.67,-3.7924,297.11,62807,1.1843,1.1844,1,0.00032395,0.00011159,-1e-05,0.0020347
250.4,163.45,-3.7627,300.65,163.44,-3.7509,300.67,61294,1.1657,1.1658,1,0.00032926,0.00011405,-1e-05,0.0020394
248.41,165.25,-3.7253,303.73,165.24,-3.7137,303.75,59931,1.1485,1.1486,1,0.00033457,0.0001165,-1e-05,0.0020441
246.66,167.13,-3.6908,306.31,167.11,-3.6795,306.33,58698,1.1324,1.1325,1,0.00033988,0.00011896,-1e-05,0.0020488
244.99,169.36,-3.651,308.29,169.35,-3.6395,308.31,57474,1.1157,1.1157,1,0.00034519,0.00012141,-1e-05,0.0020535
243.56,171.73,-3.6162,309.82,171.71,-3.6046,309.84,56395,1.1007,1.1007,1,0.0003505,0.00012387,-1e-05,0.0020582
240.49,172.92,-3.6046,314.19,172.91,-3.5935,314.2,54696,1.0791,1.0791,1,0.00035581,0.00012633,-1e-05,0.002063
236.04,173.15,-3.6095,320.92,173.14,-3.5996,320.93,52463,1.0517,1.0517,1,0.00036113,0.00012878,-1e-05,0.0020677
231.72,173.44,-3.6154,327.36,173.43,-3.6066,327.38,50308,1.0251,1.0252,1,0.00036644,0.00013124,-1e-05,0.0020724
227.53,173.8,-3.6222,333.54,173.79,-3.6146,333.55,48232,0.9995,0.99952,1,0.00037175,0.00013369,-1e-05,0.0020771
223.44,174.16,-3.6122,339.37,174.15,-3.6056,339.38,46218,0.97451,0.97452,1,0.00037706,0.00013615,-1e-05,0.0020818
219.44,174.44,-3.565,344.84,174.43,-3.5592,344.85,44250,0.94992,0.94992,1,0.00038237,0.0001386,-1e-05,0.0020865
215.58,174.78,-3.5157,350.1,174.77,-3.5107,350.11,42365,0.92622,0.92622,1,0.00038768,0.00014106,-1e-05,0.0020912
211.88,175.19,-3.4644,355.14,175.18,-3.46,355.15,40562,0.90341,0.9034,1,0.00039299,0.00014351,-1e-05,0.0020959
208.33,175.66,-3.4109,359.96,175.65,-3.4072,359.97,38841,0.8815,0.88149,1,0.0003983,0.00014597,-1e-05,0.0021006
204.93,176.2,-3.3554,364.57,176.19,-3.3522,364.57,37203,0.86048,0.86046,1,0.00040361,0.00014842,-1e-05,0.0021053
201.69,176.8,-3.2978,368.96,176.79,-3.2951,368.96,35646,0.84036,0.84034,1,0.00040892,0.00015088,-1e-05,0.00211
198.57,176.51,-3.2663,373.14,176.49,-3.2644,373.14,34422,0.82295,0.82292,1,0.00041423,0.00015334,-1e-05,0.0021148
195.53,175.98,-3.2294,377.19,175.97,-3.2285,377.19,33281,0.80628,0.80624,1,0.00041954,0.00015579,-1e-05,0.0021195
192.58,175.52,-3.1874,381.12,175.5,-3.1875,381.12,32168,0.78994,0.7899,1,0.00042485,0.00015825,-1e-05,0.0021242
189.72,175.11,-3.1402,384.94,175.09,-3.1414,384.94,31081,0.77392,0.77388,1,0.00043016,0.0001607,-1e-05,0.0021289
186.95,174.76,-3.0878,388.64,174.74,-3.0902,388.64,30022,0.75824,0.7582,1,0.00043547,0.00016316,-1e-05,0.0021336
184.26,174.47,-3.0302,392.22,174.45,-3.0337,392.22,28991,0.74289,0.74285,1,0.00044079,0.00016561,-1e-05,0.0021383
181.66,174.25,-2.9673,395.69,174.23,-2.9721,395.69,27986,0.72788,0.72783,1,0.0004461,0.00016807,-1e-05,0.002143
179.09,174.09,-2.9258,399.25,174.07,-2.9318,399.26,26992,0.71295,0.7129,1,0.00045141,0.00017052,-1e-05,0.0021477
176.58,174,-2.8847,402.73,173.98,-2.892,402.73,26020,0.69826,0.69821,1,0.00045672,0.00017298,-1e-05,0.0021524
174.15,173.98,-2.8379,406.06,173.96,-2.8467,406.07,25073,0.68387,0.68382,1,0.00046203,0.00017544,-1e-05,0.0021571
171.79,173.98,-2.7925,409.23,173.95,-2.8027,409.24,24174,0.67003,0.66998,1,0.00046734,0.00017789,-1e-05,0.0021618
169.54,173.52,-2.8163,412.14,173.5,-2.8275,412.15,23519,0.65889,0.65884,1,0.00047265,0.00018035,-1e-05,0.0021666
167.31,173.15,-2.8404,414.98,173.12,-2.8524,414.99,22864,0.64772,0.64766,1,0.00047796,0.0001828,-1e-05,0.0021713
165.08,172.91,-2.8712,417.79,172.88,-2.884,417.79,22199,0.63631,0.63626,1,0.00048327,0.00018526,-1e-05,0.002176
162.64,173.22,-2.9594,420.76,173.2,-2.9725,420.77,21442,0.62319,0.62313,1,0.00048858,0.00018771,-1e-05,0.0021807
160.24,173.62,-3.0383,423.67,173.59,-3.0518,423.68,20695,0.61018,0.61012,1,0.00049389,0.00019017,-1e-05,0.0021854
157.88,174.09,-3.1077,426.52,174.06,-3.1218,426.53,19960,0.59729,0.59723,1,0.0004992,0.00019262,-1e-05,0.0021901
155.57,174.63,-3.1677,429.3,174.6,-3.1825,429.31,19235,0.58452,0.58446,1,0.00050451,0.00019508,-1e-05,0.0021948
153.29,175.25,-3.2181,432.02,175.22,-3.2339,432.03,18520,0.57186,0.57181,1,0.00050982,0.00019753,-1e-05,0.0021995
151.06,175.94,-3.259,434.67,175.92,-3.2759,434.68,17816,0.55933,0.55928,1,0.00051513,0.00019999,-1e-05,0.0022042
148.79,176.75,-3.2993,437.19,176.73,-3.3173,437.2,17095,0.54633,0.54628,1,0.00052045,0.00020245,-1e-05,0.0022089
146.51,177.56,-3.3587,439.41,177.54,-3.3774,439.41,16425,0.53378,0.53374,1,0.00052576,0.0002049,-1e-05,0.0022136
144.38,178.22,-3.4396,441.34,178.19,-3.4588,441.35,15900,0.52327,0.52323,1,0.00053107,0.00020736,-1e-05,0.0022183
142.3,178.89,-3.5163,443.25,178.86,-3.5362,443.26,15384,0.51289,0.51285,1,0.00053638,0.00020981,-1e-05,0.0022231
140.25,179.58,-3.5888,445.13,179.56,-3.6095,445.14,14878,0.50264,0.50261,1,0.00054169,0.00021227,-1e-05,0.0022278
138.24,180.29,-3.6572,446.99,180.27,-3.6786,446.99,14380,0.49253,0.4925,1,0.000547,0.00021472,-1e-05,0.0022325
136.28,181.02,-3.7212,448.82,181,-3.7435,448.82,13892,0.48256,0.48253,1,0.00055231,0.00021718,-1e-05,0.0022372
134.33,181.6,-3.8134,450.67,181.58,-3.8367,450.68,13402,0.47243,0.4724,1,0.00055762,0.00021963,-1e-05,0.0022419
132.4,182.13,-3.9114,452.51,182.11,-3.9356,452.51,12918,0.46233,0.4623,1,0.00056293,0.00022209,-1e-05,0.0022466
130.52,182.67,-4.0034,454.31,182.65,-4.0286,454.31,12443,0.45236,0.45234,1,0.00056824,0.00022454,-1e-05,0.0022513
128.67,183.22,-4.0895,456.07,183.2,-4.1155,456.07,11976,0.44253,0.44252,1,0.00057355,0.000227,-1e-05,0.002256
126.85,183.78,-4.1695,457.8,183.77,-4.1965,457.8,11520,0.43284,0.43283,1,0.00057886,0.00022946,-1e-05,0.0022607
125.18,184.3,-4.258,459.26,184.28,-4.2854,459.26,11153,0.42464,0.42464,1,0.00058417,0.00023191,-1e-05,0.0022654
123.6,184.76,-4.3501,460.57,184.75,-4.3774,460.57,10841,0.41736,0.41735,1,0.00058948,0.00023437,-1e-05,0.0022701
122.07,185.03,-4.4311,462.04,185.01,-4.4581,462.04,10541,0.41039,0.41039,1,0.00059479,0.00023682,-1e-05,0.0022749
120.57,185.31,-4.5077,463.49,185.3,-4.5344,463.49,10245,0.40348,0.40348,1,0.0006001,0.00023928,-1e-05,0.0022796
119.1,185.61,-4.5797,464.93,185.6,-4.6061,464.93,9952.5,0.39661,0.39662,1,0.00060542,0.00024173,-1e-05,0.0022843
117.65,185.93,-4.6472,466.36,185.91,-4.6732,466.35,9663.4,0.3898,0.38981,1,0.00061073,0.00024419,-1e-05,0.002289
116.22,186.26,-4.7101,467.76,186.24,-4.7357,467.76,9377.7,0.38304,0.38305,1,0.00061604,0.00024664,-1e-05,0.0022937
114.83,186.61,-4.7684,469.16,186.59,-4.7937,469.16,9095.5,0.37632,0.37634,1,0.00062135,0.0002491,-1e-05,0.0022984
113.49,186.77,-4.8077,470.53,186.76,-4.8325,470.53,8823.9,0.36986,0.36988,1,0.00062666,0.00025155,-1e-05,0.0023031
112.19,186.74,-4.8292,471.89,186.73,-4.8532,471.89,8561.4,0.36365,0.36367,1,0.00063197,0.00025401,-1e-05,0.0023078
110.9,186.73,-4.8483,473.25,186.71,-4.8716,473.25,8300.2,0.35747,0.3575,1,0.00063728,0.00025647,-1e-05,0.0023125
109.76,186.73,-4.8558,474.31,186.71,-4.8773,474.31,8116,0.35276,0.35278,1,0.00064259,0.00025892,-1e-05,0.0023172
108.65,186.74,-4.857,475.34,186.73,-4.8765,475.34,7940.5,0.34819,0.34822,1,0.0006479,0.00026138,-1e-05,0.0023219
107.56,186.77,-4.8527,476.38,186.75,-4.8702,476.37,7765,0.34362,0.34364,1,0.00065321,0.00026383,-1e-05,0.0023267
106.48,186.81,-4.8429,477.41,186.79,-4.8585,477.41,7589.6,0.33903,0.33905,1,0.00065852,0.00026629,-1e-05,0.0023314
105.43,188.49,-4.8846,478.33,188.48,-4.8987,478.32,7423.1,0.33477,0.3348,1,0.00066383,0.00026874,-1e-05,0.0023361
104.39,190.38,-4.9406,479.23,190.37,-4.9535,479.23,7258.3,0.3306,0.33063,1,0.00066914,0.0002712,-1e-05,0.0023408
103.36,192.3,-5.0059,480.15,192.29,-5.0178,480.15,7094.2,0.32649,0.32652,1,0.00067445,0.00027365,-1e-05,0.0023455
102.33,194.25,-5.0804,481.07,194.24,-5.0917,481.07,6931,0.32244,0.32246,1,0.00067976,0.00027611,-1e-05,0.0023502
101.3,196.24,-5.1641,482.01,196.23,-5.1752,482.01,6768.5,0.31845,0.31847,1,0.00068508,0.00027857,-1e-05,0.0023549
100.27,198.25,-5.2571,482.95,198.25,-5.2683,482.95,6606.7,0.31451,0.31453,1,0.00069039,0.00028102,-1e-05,0.0023596
99.247,199.54,-5.3411,483.99,199.53,-5.3526,483.99,6439.5,0.31015,0.31016,1,0.0006957,0.00028348,-1e-05,0.0023643
98.272,199.42,-5.3884,485.05,199.42,-5.4008,485.05,6288,0.30543,0.30544,1,0.00070101,0.00028593,-1e-05,0.002369
97.3,199.31,-5.4366,486.13,199.31,-5.4498,486.13,6137.4,0.30074,0.30075,1,0.00070632,0.00028839,-1e-05,0.0023737
96.331,199.21,-5.4858,487.21,199.2,-5.4998,487.21,5987.5,0.29609,0.29609,1,0.00071163,0.00029084,-1e-05,0.0023785
95.365,199.11,-5.536,488.29,199.1,-5.5506,488.29,5838.5,0.29147,0.29147,1,0.00071694,0.0002933,-1e-05,0.0023832
94.403,199.02,-5.5872,489.39,199.01,-5.6024,489.39,5690.3,0.28688,0.28688,1,0.00072225,0.00029575,-1e-05,0.0023879
93.443,198.93,-5.6394,490.49,198.93,-5.6551,490.49,5542.9,0.28232,0.28232,1,0.00072756,0.00029821,-1e-05,0.0023926
92.488,198.85,-5.6926,491.6,198.85,-5.7087,491.6,5396.3,0.2778,0.2778,1,0.00073287,0.00030066,-1e-05,0.0023973
91.535,198.78,-5.7469,492.72,198.78,-5.7634,492.72,5250.5,0.27331,0.27331,1,0.00073818,0.00030312,-1e-05,0.002402
90.586,198.71,-5.8023,493.85,198.71,-5.819,493.84,5105.5,0.26885,0.26885,1,0.00074349,0.00030558,-1e-05,0.0024067
89.64,198.65,-5.8587,494.98,198.65,-5.8756,494.97,4961.4,0.26443,0.26442,1,0.0007488,0.00030803,-1e-05,0.0024114
88.743,198.61,-5.9014,496.01,198.61,-5.9184,496,4834.4,0.26038,0.26038,1,0.00075411,0.00031049,-1e-05,0.0024161
87.91,198.59,-5.9249,496.91,198.59,-5.9419,496.9,4729,0.25682,0.25681,1,0.00075942,0.00031294,-1e-05,0.0024208
87.081,198.59,-5.9478,497.82,198.58,-5.9651,497.81,4624.2,0.25327,0.25326,1,0.00076474,0.0003154,-1e-05,0.0024255
86.255,198.59,-5.9704,498.73,198.58,-5.9878,498.73,4519.8,0.24975,0.24974,1,0.00077005,0.00031785,-1e-05,0.0024302
85.433,198.6,-5.9925,499.65,198.59,-6.0101,499.65,4415.9,0.24624,0.24623,1,0.00077536,0.00032031,-1e-05,0.002435
84.615,198.61,-6.0142,500.59,198.6,-6.0322,500.58,4312.4,0.24276,0.24275,1,0.00078067,0.00032276,-1e-05,0.0024397
83.8,198.63,-6.0357,501.53,198.62,-6.054,501.52,4209.4,0.2393,0.23928,1,0.00078598,0.00032522,-1e-05,0.0024444
82.989,198.67,-6.0568,502.47,198.65,-6.0755,502.47,4106.9,0.23586,0.23584,1,0.00079129,0.00032767,-1e-05,0.0024491
82.182,198.71,-6.0776,503.43,198.69,-6.0969,503.42,4004.9,0.23244,0.23242,1,0.0007966,0.00033013,-1e-05,0.0024538
81.378,198.75,-6.0983,504.39,198.73,-6.1181,504.38,3903.3,0.22904,0.22902,1,0.00080191,0.00033259,-1e-05,0.0024585
80.578,198.81,-6.1187,505.36,198.78,-6.1392,505.35,3802.3,0.22566,0.22564,1,0.00080722,0.00033504,-1e-05,0.0024632
79.849,198.9,-6.1428,506.15,198.88,-6.164,506.15,3720.4,0.22274,0.22272,1,0.00081253,0.0003375,-1e-05,0.0024679
79.149,199.02,-6.1703,506.88,199,-6.1924,506.87,3646.3,0.22,0.21998,1,0.00081784,0.00033995,-1e-05,0.0024726
78.451,199.14,-6.2002,507.61,199.12,-6.2232,507.6,3572.2,0.21726,0.21724,1,0.00082315,0.00034241,-1e-05,0.0024773
77.755,199.27,-6.2324,508.34,199.25,-6.2565,508.33,3498.1,0.21453,0.21451,1,0.00082846,0.00034486,-1e-05,0.002482
77.06,199.4,-6.2669,509.08,199.39,-6.2922,509.07,3423.9,0.21179,0.21177,1,0.00083377,0.00034732,-1e-05,0.0024868
76.355,199.76,-6.2856,509.49,199.75,-6.3107,509.47,3346.1,0.20887,0.20886,1,0.00083908,0.00034977,-1e-05,0.0024915
75.658,200.15,-6.3052,509.89,200.15,-6.3296,509.87,3269.1,0.206,0.20599,1,0.0008444,0.00035223,-1e-05,0.0024962
74.971,200.56,-6.3263,510.3,200.56,-6.3498,510.28,3193.3,0.20317,0.20317,1,0.00084971,0.00035468,-1e-05,0.0025009
74.292,200.98,-6.3491,510.72,200.99,-6.3713,510.69,3118.5,0.20039,0.20039,1,0.00085502,0.00035714,-1e-05,0.0025056
73.623,201.43,-6.3734,511.15,201.43,-6.394,511.12,3044.9,0.19766,0.19766,1,0.00086033,0.0003596,-1e-05,0.0025103
72.962,201.89,-6.3993,511.59,201.9,-6.4179,511.56,2972.4,0.19497,0.19499,1,0.00086564,0.00036205,-1e-05,0.002515
72.391,202.38,-6.3717,511.9,202.39,-6.3862,511.88,2918.6,0.19279,0.19281,1,0.00087095,0.00036451,-1e-05,0.0025197
71.829,202.89,-6.3406,512.23,202.9,-6.3511,512.21,2866,0.19065,0.19067,1,0.00087626,0.00036696,-1e-05,0.0025244
71.276,203.41,-6.3074,512.57,203.42,-6.3138,512.55,2814,0.18854,0.18856,1,0.00088157,0.00036942,-1e-05,0.0025291
70.73,203.95,-6.2722,512.93,203.96,-6.2745,512.91,2762.8,0.18647,0.18649,1,0.00088688,0.00037187,-1e-05,0.0025338
70.192,204.51,-6.235,513.3,204.52,-6.2331,513.29,2712.1,0.18443,0.18445,1,0.00089219,0.00037433,-1e-05,0.0025386
69.661,205.08,-6.1958,513.69,205.09,-6.1897,513.68,2662.2,0.18242,0.18245,1,0.0008975,0.00037678,-1e-05,0.0025433
69.139,205.67,-6.1546,514.09,205.67,-6.1443,514.09,2612.9,0.18044,0.18047,1,0.00090281,0.00037924,-1e-05,0.002548
68.624,206.28,-6.1116,514.51,206.28,-6.097,514.52,2564.3,0.1785,0.17853,1,0.00090812,0.0003817,-1e-05,0.0025527
68.117,206.9,-6.0666,514.95,206.89,-6.0478,514.96,2516.4,0.1766,0.17663,1,0.00091343,0.00038415,-1e-05,0.0025574
67.618,207.54,-6.0198,515.4,207.52,-5.9967,515.41,2469.2,0.17472,0.17475,1,0.00091874,0.00038661,-1e-05,0.0025621
