x,p,U:0,U:1,U:2,T,U_0:0,U_0:1,U_0:2,rho,rho_0,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
2.19648,145.89,146.92,-2.9437,576.25,22.476,146.89,-2.9338,576.34,0.03115,0.031139,1,0.0023312,0.00059745,-1.00E-05,0.0035356
2.20238,145.6,145.18,-2.9573,576.7,22.468,145.15,-2.9471,576.79,0.0311,0.031089,1,0.0023371,0.00059159,-1.00E-05,0.0035356
2.20818,145.28,143.44,-2.9893,577.13,22.463,143.41,-2.9796,577.2,0.031039,0.031028,1,0.0023429,0.00058573,-1.00E-05,0.0035356
2.21408,144.96,141.7,-3.0213,577.56,22.458,141.66,-3.0121,577.62,0.030978,0.030968,1,0.0023488,0.00057988,-1.00E-05,0.0035356
2.21988,144.64,139.95,-3.0535,577.99,22.452,139.92,-3.0448,578.03,0.030917,0.030908,1,0.0023546,0.00057402,-1.00E-05,0.0035356
2.22578,144.32,138.21,-3.0858,578.41,22.447,138.18,-3.0777,578.44,0.030856,0.030848,1,0.0023605,0.00056816,-1.00E-05,0.0035356
2.23168,144,136.46,-3.1183,578.84,22.442,136.44,-3.1106,578.86,0.030795,0.030787,1,0.0023664,0.0005623,-1.00E-05,0.0035356
2.23748,143.68,134.72,-3.1508,579.27,22.437,134.69,-3.1437,579.27,0.030734,0.030727,1,0.0023722,0.00055645,-1.00E-05,0.0035356
2.24338,143.36,132.97,-3.1834,579.7,22.432,132.95,-3.1768,579.68,0.030673,0.030667,1,0.0023781,0.00055059,-1.00E-05,0.0035356
2.24918,143.03,131.21,-3.2156,580.14,22.426,131.2,-3.2096,580.11,0.030611,0.030604,1,0.0023839,0.00054473,-1.00E-05,0.0035356
2.25508,142.37,129.14,-3.2303,581.03,22.405,129.13,-3.2257,580.99,0.030496,0.030492,1,0.0023898,0.00053887,-1.00E-05,0.0035356
2.26088,141.71,127.06,-3.2452,581.92,22.384,127.06,-3.242,581.87,0.030382,0.03038,1,0.0023956,0.00053302,-1.00E-05,0.0035356
2.26678,141.04,124.99,-3.2602,582.81,22.364,124.99,-3.2583,582.75,0.030268,0.030267,1,0.0024015,0.00052716,-1.00E-05,0.0035356
2.27268,140.38,122.91,-3.2752,583.7,22.343,122.92,-3.2747,583.62,0.030154,0.030155,1,0.0024074,0.0005213,-1.00E-05,0.0035356
2.27848,139.72,120.83,-3.2903,584.59,22.322,120.86,-3.2912,584.5,0.03004,0.030042,1,0.0024132,0.00051545,-1.00E-05,0.0035356
2.28438,139.06,118.76,-3.3056,585.48,22.302,118.79,-3.3078,585.37,0.029926,0.02993,1,0.0024191,0.00050959,-1.00E-05,0.0035356
2.29018,138.39,116.68,-3.3209,586.36,22.281,116.72,-3.3245,586.24,0.029812,0.029817,1,0.0024249,0.00050373,-1.00E-05,0.0035356
2.29608,137.73,114.6,-3.3363,587.25,22.26,114.65,-3.3412,587.12,0.029697,0.029704,1,0.0024308,0.00049787,-1.00E-05,0.0035356
2.30198,136.9,112.48,-3.3268,587.94,22.232,112.53,-3.333,587.8,0.029556,0.029563,1,0.0024367,0.00049202,-1.00E-05,0.0035356
2.30778,135.96,110.34,-3.3011,588.49,22.198,110.38,-3.3084,588.37,0.029396,0.029404,1,0.0024425,0.00048616,-1.00E-05,0.0035356
2.31368,135.02,108.19,-3.2755,589.04,22.164,108.23,-3.284,588.94,0.029237,0.029244,1,0.0024484,0.0004803,-1.00E-05,0.0035356
2.31948,134.08,106.05,-3.2501,589.6,22.13,106.08,-3.2597,589.5,0.029077,0.029084,1,0.0024542,0.00047444,-1.00E-05,0.0035356
2.32538,133.14,103.9,-3.2248,590.15,22.096,103.94,-3.2355,590.07,0.028918,0.028925,1,0.0024601,0.00046859,-1.00E-05,0.0035356
2.33118,132.2,101.76,-3.1996,590.71,22.062,101.79,-3.2115,590.64,0.028758,0.028765,1,0.0024659,0.00046273,-1.00E-05,0.0035356
2.33708,131.26,99.612,-3.1745,591.26,22.028,99.639,-3.1876,591.2,0.028599,0.028605,1,0.0024718,0.00045687,-1.00E-05,0.0035356
2.34298,130.32,97.467,-3.1496,591.81,21.994,97.491,-3.1638,591.76,0.028439,0.028445,1,0.0024777,0.00045101,-1.00E-05,0.0035356
2.34878,129.4,95.355,-3.1196,592.3,21.961,95.375,-3.1346,592.27,0.028282,0.028288,1,0.0024835,0.00044516,-1.00E-05,0.0035356
2.35468,128.6,93.399,-3.0645,592.51,21.935,93.413,-3.0794,592.49,0.028137,0.028142,1,0.0024894,0.0004393,-1.00E-05,0.0035356
2.36048,127.79,91.444,-3.0092,592.73,21.909,91.453,-3.0239,592.71,0.027992,0.027996,1,0.0024952,0.00043344,-1.00E-05,0.0035356
2.36638,126.98,89.49,-2.9536,592.94,21.883,89.493,-2.9682,592.93,0.027847,0.027849,1,0.0025011,0.00042759,-1.00E-05,0.0035356
2.37218,126.18,87.536,-2.8977,593.15,21.857,87.534,-2.9122,593.15,0.027702,0.027703,1,0.0025069,0.00042173,-1.00E-05,0.0035356
2.37808,125.37,85.584,-2.8416,593.36,21.831,85.576,-2.856,593.37,0.027557,0.027557,1,0.0025128,0.00041587,-1.00E-05,0.0035356
2.38398,124.56,83.632,-2.7852,593.58,21.805,83.619,-2.7995,593.59,0.027412,0.02741,1,0.0025187,0.00041001,-1.00E-05,0.0035356
2.38978,123.75,81.681,-2.7284,593.79,21.779,81.663,-2.7427,593.81,0.027266,0.027264,1,0.0025245,0.00040416,-1.00E-05,0.0035356
2.39568,122.94,79.732,-2.6714,594,21.753,79.707,-2.6857,594.04,0.027121,0.027118,1,0.0025304,0.0003983,-1.00E-05,0.0035356
2.40148,122.05,77.534,-2.6587,594.36,21.722,77.512,-2.6719,594.39,0.026962,0.026958,1,0.0025362,0.00039244,-1.00E-05,0.0035356
2.40738,121.14,75.251,-2.6611,594.77,21.69,75.234,-2.673,594.79,0.026799,0.026795,1,0.0025421,0.00038658,-1.00E-05,0.0035356
2.41318,120.23,72.968,-2.6634,595.17,21.658,72.956,-2.674,595.2,0.026636,0.026631,1,0.0025479,0.00038073,-1.00E-05,0.0035356
2.41908,119.32,70.685,-2.6657,595.58,21.626,70.677,-2.6748,595.6,0.026472,0.026468,1,0.0025538,0.00037487,-1.00E-05,0.0035356
2.42498,118.41,68.402,-2.6678,595.99,21.594,68.399,-2.6756,596,0.026309,0.026305,1,0.0025597,0.00036901,-1.00E-05,0.0035356
2.43078,117.5,66.119,-2.6699,596.4,21.562,66.121,-2.6763,596.41,0.026145,0.026141,1,0.0025655,0.00036315,-1.00E-05,0.0035356
2.43668,116.59,63.836,-2.6718,596.81,21.53,63.843,-2.6769,596.82,0.025982,0.025978,1,0.0025714,0.0003573,-1.00E-05,0.0035356
2.44248,115.68,61.552,-2.6736,597.22,21.497,61.564,-2.6773,597.22,0.025818,0.025814,1,0.0025772,0.00035144,-1.00E-05,0.0035356
2.44838,114.89,59.476,-2.6893,597.65,21.469,59.492,-2.6921,597.64,0.025676,0.025672,1,0.0025831,0.00034558,-1.00E-05,0.0035356
2.45418,114.35,57.847,-2.7359,598.09,21.448,57.866,-2.7387,598.09,0.02558,0.025576,1,0.0025889,0.00033973,-1.00E-05,0.0035356
2.46008,113.82,56.218,-2.7832,598.54,21.428,56.239,-2.786,598.53,0.025484,0.02548,1,0.0025948,0.00033387,-1.00E-05,0.0035356
2.46598,113.28,54.588,-2.8313,598.99,21.407,54.611,-2.834,598.98,0.025388,0.025384,1,0.0026007,0.00032801,-1.00E-05,0.0035356
2.47178,112.75,52.957,-2.8801,599.43,21.387,52.982,-2.8828,599.42,0.025292,0.025288,1,0.0026065,0.00032215,-1.00E-05,0.0035356
2.47768,112.21,51.324,-2.9297,599.88,21.366,51.352,-2.9325,599.87,0.025195,0.025192,1,0.0026124,0.0003163,-1.00E-05,0.0035356
2.48348,111.67,49.691,-2.9802,600.33,21.346,49.721,-2.9829,600.32,0.025099,0.025096,1,0.0026182,0.00031044,-1.00E-05,0.0035356
2.48938,111.14,48.057,-3.0316,600.78,21.325,48.089,-3.0343,600.76,0.025003,0.025,1,0.0026241,0.00030458,-1.00E-05,0.0035356
2.49518,110.6,46.421,-3.0839,601.22,21.304,46.456,-3.0866,601.21,0.024907,0.024904,1,0.0026299,0.00029872,-1.00E-05,0.0035356
2.50108,110.06,44.785,-3.1373,601.67,21.284,44.821,-3.1399,601.66,0.02481,0.024808,1,0.0026358,0.00029287,-1.00E-05,0.0035356
2.50698,109.52,43.147,-3.1916,602.12,21.263,43.186,-3.1942,602.1,0.024714,0.024712,1,0.0026417,0.00028701,-1.00E-05,0.0035356
2.51278,108.98,41.507,-3.2471,602.57,21.242,41.549,-3.2497,602.55,0.024618,0.024616,1,0.0026475,0.00028115,-1.00E-05,0.0035356
2.51868,108.45,39.867,-3.3038,603.02,21.222,39.91,-3.3063,603,0.024521,0.02452,1,0.0026534,0.00027529,-1.00E-05,0.0035356
2.52448,107.91,38.224,-3.3617,603.47,21.201,38.27,-3.3641,603.45,0.024425,0.024424,1,0.0026592,0.00026944,-1.00E-05,0.0035356
2.53038,107.22,36.07,-3.399,604.05,21.175,36.118,-3.4015,604.03,0.024302,0.024301,1,0.0026651,0.00026358,-1.00E-05,0.0035356
2.53618,105.63,30.683,-3.3,605.44,21.113,30.723,-3.3031,605.43,0.024011,0.024011,1,0.0026709,0.00025772,-1.00E-05,0.0035356
2.54208,104.05,25.296,-3.2041,606.83,21.052,25.329,-3.2078,606.84,0.023721,0.023722,1,0.0026768,0.00025187,-1.00E-05,0.0035356
2.54798,102.73,21.659,-3.1035,607.6,20.993,21.687,-3.1059,607.62,0.023488,0.02349,1,0.0026827,0.00024601,-1.00E-05,0.0035356
2.55378,101.69,19.819,-2.9973,607.74,20.935,19.844,-2.9965,607.76,0.023314,0.023315,1,0.0026885,0.00024015,-1.00E-05,0.0035356
2.55968,100.65,17.979,-2.8933,607.88,20.877,18,-2.8894,607.89,0.02314,0.02314,1,0.0026944,0.00023429,-1.00E-05,0.0035356
2.56548,99.769,15.627,-2.8136,608.47,20.826,15.639,-2.8093,608.48,0.022992,0.022991,1,0.0027002,0.00022844,-1.00E-05,0.0035356
2.57138,98.914,13.186,-2.7391,609.14,20.776,13.188,-2.735,609.16,0.022848,0.022845,1,0.0027061,0.00022258,-1.00E-05,0.0035356
2.57718,98.075,10.754,-2.6758,609.77,20.728,10.748,-2.6724,609.79,0.022706,0.022702,1,0.0027119,0.00021672,-1.00E-05,0.0035356
2.58308,97.299,8.3527,-2.6525,610.25,20.688,8.346,-2.6521,610.27,0.02257,0.022565,1,0.0027178,0.00021086,-1.00E-05,0.0035356
2.58898,96.524,5.9524,-2.6289,610.72,20.648,5.945,-2.6316,610.74,0.022434,0.022429,1,0.0027237,0.00020501,-1.00E-05,0.0035356
2.59478,95.439,4.0234,-2.6422,610.81,20.584,4.0201,-2.6471,610.83,0.022251,0.022247,1,0.0027295,0.00019915,-1.00E-05,0.0035356
2.60068,94.105,2.4743,-2.6845,610.6,20.499,2.4792,-2.6907,610.61,0.022031,0.022029,1,0.0027354,0.00019329,-1.00E-05,0.0035356
2.60648,92.771,0.9255,-2.7254,610.38,20.415,0.93856,-2.733,610.39,0.021811,0.02181,1,0.0027412,0.00018743,-1.00E-05,0.0035356
2.61238,91.592,-1.3718,-2.7758,610.67,20.334,-1.3534,-2.783,610.68,0.02162,0.021622,1,0.0027471,0.00018158,-1.00E-05,0.0035356
2.61818,90.429,-3.7486,-2.8269,611.01,20.253,-3.7252,-2.8335,611.03,0.021432,0.021436,1,0.0027529,0.00017572,-1.00E-05,0.0035356
2.62408,89.331,-6.1773,-2.8536,611.33,20.178,-6.1495,-2.8597,611.35,0.021252,0.021258,1,0.0027588,0.00016986,-1.00E-05,0.0035356
2.62998,88.424,-8.7611,-2.81,611.57,20.121,-8.731,-2.8154,611.59,0.021097,0.021104,1,0.0027647,0.00016401,-1.00E-05,0.0035356
2.63578,87.517,-11.345,-2.767,611.81,20.064,-11.312,-2.7719,611.84,0.020941,0.02095,1,0.0027705,0.00015815,-1.00E-05,0.0035356
2.64168,86.261,-13.248,-2.741,611.68,19.978,-13.218,-2.7458,611.71,0.020728,0.020737,1,0.0027764,0.00015229,-1.00E-05,0.0035356
2.64748,84.771,-14.695,-2.7263,611.29,19.872,-14.672,-2.7315,611.32,0.020477,0.020485,1,0.0027822,0.00014643,-1.00E-05,0.0035356
2.65338,83.283,-16.141,-2.7119,610.9,19.766,-16.125,-2.7174,610.94,0.020226,0.020234,1,0.0027881,0.00014058,-1.00E-05,0.0035356
2.65918,81.987,-18.407,-2.7844,610.99,19.665,-18.398,-2.7906,611.02,0.020012,0.020018,1,0.0027939,0.00013472,-1.00E-05,0.0035356
2.66508,80.704,-20.721,-2.8614,611.1,19.564,-20.718,-2.8682,611.14,0.019801,0.019805,1,0.0027998,0.00012886,-1.00E-05,0.0035356
2.67098,79.54,-23.112,-2.9179,611.2,19.472,-23.119,-2.9253,611.24,0.019608,0.019611,1,0.0028057,0.000123,-1.00E-05,0.0035356
2.67678,78.669,-25.694,-2.9253,611.28,19.403,-25.716,-2.9329,611.32,0.019461,0.019463,1,0.0028115,0.00011715,-1.00E-05,0.0035356
2.68268,77.798,-28.276,-2.9328,611.36,19.335,-28.313,-2.9406,611.4,0.019313,0.019315,1,0.0028174,0.00011129,-1.00E-05,0.0035356
2.68848,76.812,-30.614,-2.912,611.33,19.26,-30.657,-2.9197,611.36,0.019142,0.019144,1,0.0028232,0.00010543,-1.00E-05,0.0035356
2.69438,75.757,-32.807,-2.8752,611.22,19.183,-32.853,-2.8825,611.25,0.018956,0.018958,1,0.0028291,9.96E-05,-1.00E-05,0.0035356
2.70018,74.701,-35.001,-2.8391,611.12,19.105,-35.048,-2.846,611.15,0.01877,0.018772,1,0.0028349,9.37E-05,-1.00E-05,0.0035356
2.70608,73.671,-37.357,-2.8768,611.2,19.028,-37.384,-2.884,611.21,0.018583,0.018583,1,0.0028408,8.79E-05,-1.00E-05,0.0035356
2.71198,72.64,-39.717,-2.9168,611.28,18.95,-39.724,-2.9243,611.28,0.018397,0.018394,1,0.0028467,8.20E-05,-1.00E-05,0.0035356
2.71778,71.638,-42.023,-2.9607,611.24,18.877,-42.02,-2.9684,611.24,0.018214,0.01821,1,0.0028525,7.61E-05,-1.00E-05,0.0035356
2.72368,70.698,-44.208,-3.0129,610.94,18.812,-44.219,-3.0206,610.94,0.018038,0.018035,1,0.0028584,7.03E-05,-1.00E-05,0.0035356
2.72948,69.759,-46.395,-3.0651,610.64,18.747,-46.418,-3.0728,610.65,0.017862,0.01786,1,0.0028642,6.44E-05,-1.00E-05,0.0035356
2.73538,70.518,-47.815,-3.085,610.26,18.937,-47.854,-3.0917,610.28,0.01786,0.01786,1,0.0028701,5.86E-05,-1.00E-05,0.0035356
2.74128,72.182,-48.826,-3.0877,609.85,19.264,-48.882,-3.0928,609.88,0.017951,0.017952,1,0.002876,5.27E-05,-1.00E-05,0.0035356
2.74708,73.845,-49.838,-3.0903,609.44,19.59,-49.91,-3.0939,609.47,0.018042,0.018045,1,0.0028818,4.69E-05,-1.00E-05,0.0035356
2.75298,89.436,-44.576,-3.0372,607.89,21.651,-44.645,-3.0403,607.93,0.01915,0.019151,1,0.0028877,4.10E-05,-1.00E-05,0.0035356
2.75878,105.15,-39.255,-2.9842,606.33,23.729,-39.321,-2.9866,606.37,0.020267,0.020267,1,0.0028935,3.51E-05,-1.00E-05,0.0035356
2.76468,131.31,-30.96,-2.9022,604.18,26.586,-31.022,-2.9047,604.22,0.02205,0.02205,1,0.0028994,2.93E-05,-1.00E-05,0.0035356
2.77048,178.87,-16.569,-2.7613,600.8,31.042,-16.625,-2.7653,600.84,0.025196,0.0252,1,0.0029052,2.34E-05,-1.00E-05,0.0035356
2.77638,226.42,-2.1804,-2.6223,597.43,35.497,-2.2304,-2.6277,597.46,0.028342,0.02835,1,0.0029111,1.76E-05,-1.00E-05,0.0035356
2.78228,289.75,12.783,-2.425,594.15,39.888,12.752,-2.4311,594.18,0.032462,0.032473,1,0.002917,1.17E-05,-1.00E-05,0.0035356
2.78808,361.04,28.036,-2.2001,590.93,44.247,28.03,-2.2064,590.94,0.037074,0.037087,1,0.0029228,5.86E-06,-1.00E-05,0.0035356
2.79398,432.33,43.289,-1.9781,587.71,48.606,43.307,-1.9846,587.7,0.041686,0.041701,1,0.0029287,0,-1.00E-05,0.0035356
2.79978,487.75,51.043,-1.7517,585.09,50.645,51.069,-1.757,585.07,0.045257,0.045266,1,0.0029345,-5.86E-06,-1.00E-05,0.0035356
2.80568,543.78,58.953,-1.5228,582.47,52.72,58.986,-1.5269,582.45,0.048872,0.048875,1,0.0029404,-1.17E-05,-1.00E-05,0.0035356
2.81148,598.14,65.801,-1.3081,579.83,54.718,65.838,-1.3111,579.82,0.052288,0.052285,1,0.0029462,-1.76E-05,-1.00E-05,0.0035356
2.81738,642.13,66.966,-1.1718,577.09,56.201,66.992,-1.1739,577.1,0.054596,0.05459,1,0.0029521,-2.34E-05,-1.00E-05,0.0035356
2.82328,686.5,68.147,-1.0354,574.34,57.686,68.16,-1.0366,574.37,0.056938,0.056928,1,0.002958,-2.93E-05,-1.00E-05,0.0035356
2.82908,729.07,68.709,-0.9277,571.75,59.372,68.714,-0.92801,571.79,0.058847,0.058836,1,0.0029638,-3.51E-05,-1.00E-05,0.0035356
2.83498,767.71,68.076,-0.87394,569.46,61.414,68.082,-0.87361,569.48,0.05991,0.059902,1,0.0029697,-4.10E-05,-1.00E-05,0.0035356
2.84078,806.34,67.412,-0.82065,567.17,63.44,67.419,-0.81966,567.2,0.060991,0.060984,1,0.0029755,-4.69E-05,-1.00E-05,0.0035356
2.84668,843.21,67.772,-0.76736,564.37,66.008,67.779,-0.76601,564.38,0.061397,0.061392,1,0.0029814,-5.27E-05,-1.00E-05,0.0035356
2.85248,878.55,69.114,-0.71312,561.11,69.058,69.121,-0.71167,561.12,0.061199,0.061196,1,0.0029872,-5.86E-05,-1.00E-05,0.0035356
2.85838,913.97,70.501,-0.65804,557.88,72.082,70.509,-0.65649,557.89,0.061023,0.061023,1,0.0029931,-6.44E-05,-1.00E-05,0.0035356
2.86428,943.38,70.188,-0.65,552.79,76.434,70.193,-0.64851,552.79,0.059701,0.0597,1,0.002999,-7.03E-05,-1.00E-05,0.0035356
2.87008,970.26,69.149,-0.66417,546.89,81.351,69.15,-0.66282,546.89,0.057888,0.057885,1,0.0030048,-7.61E-05,-1.00E-05,0.0035356
2.87598,997.29,68.138,-0.68021,541.03,86.244,68.134,-0.67899,541.03,0.056094,0.056089,1,0.0030107,-8.20E-05,-1.00E-05,0.0035356
2.88178,1018,65.758,-0.69598,532.47,93.381,65.753,-0.69469,532.46,0.053332,0.053326,1,0.0030165,-8.79E-05,-1.00E-05,0.0035356
2.88768,1037.9,63.187,-0.71403,523.56,100.8,63.18,-0.71262,523.55,0.050444,0.050436,1,0.0030224,-9.37E-05,-1.00E-05,0.0035356
2.89348,1058,60.633,-0.73319,514.56,108.31,60.625,-0.73162,514.54,0.04758,0.04757,1,0.0030282,-9.96E-05,-1.00E-05,0.0035356
2.89938,1077.3,58.3,-0.72708,502.96,117.77,58.294,-0.7248,502.93,0.044931,0.044921,1,0.0030341,-0.00010543,-1.00E-05,0.0035356
2.90528,1096.8,55.965,-0.72284,491.38,127.21,55.961,-0.71986,491.35,0.042276,0.042266,1,0.00304,-0.00011129,-1.00E-05,0.0035356
2.91108,1114.4,53.518,-0.72248,479.48,136.75,53.516,-0.71881,479.43,0.039732,0.039723,1,0.0030458,-0.00011715,-1.00E-05,0.0035356
2.91698,1125.6,50.708,-0.73019,466.36,146.71,50.709,-0.72581,466.32,0.037569,0.037561,1,0.0030517,-0.000123,-1.00E-05,0.0035356
2.92278,1136.9,47.906,-0.73911,453.25,156.67,47.908,-0.73406,453.2,0.035396,0.035389,1,0.0030575,-0.00012886,-1.00E-05,0.0035356
2.92868,1146.4,45.347,-0.73868,439.96,166.4,45.351,-0.73316,439.91,0.033472,0.033465,1,0.0030634,-0.00013472,-1.00E-05,0.0035356
2.93448,1153.1,43.13,-0.72352,426.39,175.81,43.135,-0.71778,426.34,0.031914,0.031908,1,0.0030692,-0.00014058,-1.00E-05,0.0035356
2.94038,1159.8,40.91,-0.70873,412.81,185.25,40.916,-0.70276,412.76,0.030346,0.03034,1,0.0030751,-0.00014643,-1.00E-05,0.0035356
2.94628,1165.1,39.034,-0.69048,399.44,193.99,39.042,-0.6844,399.39,0.029063,0.029058,1,0.003081,-0.00015229,-1.00E-05,0.0035356
2.95208,1169.2,37.402,-0.6692,386.22,202.26,37.411,-0.66308,386.17,0.027981,0.027976,1,0.0030868,-0.00015815,-1.00E-05,0.0035356
2.95798,1173.3,35.769,-0.64738,372.97,210.55,35.78,-0.64122,372.93,0.026892,0.026888,1,0.0030927,-0.00016401,-1.00E-05,0.0035356
2.96378,1176.4,34.483,-0.63109,360.27,217.8,34.496,-0.62503,360.22,0.026063,0.026059,1,0.0030985,-0.00016986,-1.00E-05,0.0035356
2.96968,1179.1,33.304,-0.6158,347.72,224.73,33.318,-0.60988,347.67,0.02531,0.025306,1,0.0031044,-0.00017572,-1.00E-05,0.0035356
2.97548,1181.7,32.126,-0.59959,335.15,231.7,32.141,-0.59379,335.1,0.024553,0.02455,1,0.0031102,-0.00018158,-1.00E-05,0.0035356
2.98138,1183.6,31.265,-0.59419,323.34,237.4,31.28,-0.58861,323.3,0.024015,0.024011,1,0.0031161,-0.00018743,-1.00E-05,0.0035356
2.98728,1185.5,30.424,-0.58841,311.56,243.05,30.44,-0.58305,311.52,0.023486,0.023483,1,0.003122,-0.00019329,-1.00E-05,0.0035356
2.99308,1187.3,29.616,-0.58239,299.87,248.56,29.631,-0.57724,299.83,0.022974,0.022971,1,0.0031278,-0.00019915,-1.00E-05,0.0035356
2.99898,1188.4,29.021,-0.58091,288.9,253.01,29.036,-0.57603,288.87,0.022599,0.022596,1,0.0031337,-0.00020501,-1.00E-05,0.0035356
3.00478,1189.6,28.428,-0.57828,277.92,257.48,28.443,-0.57367,277.88,0.022222,0.02222,1,0.0031395,-0.00021086,-1.00E-05,0.0035356
3.01068,1190.5,27.904,-0.57377,267.17,261.62,27.919,-0.56944,267.14,0.021877,0.021875,1,0.0031454,-0.00021672,-1.00E-05,0.0035356
3.01648,1190.8,27.53,-0.56633,257,265.01,27.544,-0.56236,256.96,0.021606,0.021604,1,0.0031512,-0.00022258,-1.00E-05,0.0035356
3.02238,1191.2,27.159,-0.5575,246.8,268.41,27.173,-0.55386,246.77,0.021334,0.021332,1,0.0031571,-0.00022844,-1.00E-05,0.0035356
3.02828,1191.2,26.914,-0.53588,237.02,271.31,26.928,-0.53264,236.99,0.021103,0.021102,1,0.003163,-0.00023429,-1.00E-05,0.0035356
3.03408,1190.9,26.801,-0.5007,227.68,273.68,26.814,-0.4979,227.65,0.020915,0.020913,1,0.0031688,-0.00024015,-1.00E-05,0.0035356
3.03998,1190.6,26.691,-0.46344,218.32,276.07,26.704,-0.46108,218.29,0.020725,0.020724,1,0.0031747,-0.00024601,-1.00E-05,0.0035356
3.04578,1191.2,26.331,-0.46266,204.87,278.15,26.344,-0.46115,204.85,0.02058,0.020579,1,0.0031805,-0.00025187,-1.00E-05,0.0035356
3.05168,1192.3,25.857,-0.47797,189.47,280.09,25.87,-0.4775,189.45,0.020455,0.020455,1,0.0031864,-0.00025772,-1.00E-05,0.0035356
3.05748,1193.3,25.388,-0.49092,174.05,282.04,25.402,-0.4915,174.03,0.02033,0.020329,1,0.0031922,-0.00026358,-1.00E-05,0.0035356
3.06338,1193.5,25.262,-0.48681,168.22,282.49,25.276,-0.48771,168.2,0.020301,0.020301,1,0.0031981,-0.00026944,-1.00E-05,0.0035356
3.06928,1193.6,25.19,-0.48111,163.91,282.69,25.204,-0.48223,163.89,0.020288,0.020288,1,0.003204,-0.00027529,-1.00E-05,0.0035356
3.07508,1193.7,25.12,-0.47631,159.6,282.9,25.134,-0.47764,159.58,0.020275,0.020274,1,0.0032098,-0.00028115,-1.00E-05,0.0035356
3.08098,1193.8,25.052,-0.47235,155.29,283.1,25.065,-0.47389,155.27,0.020262,0.020261,1,0.0032157,-0.00028701,-1.00E-05,0.0035356
3.08678,1193.9,24.984,-0.46919,150.97,283.31,24.998,-0.47093,150.95,0.020249,0.020248,1,0.0032215,-0.00029287,-1.00E-05,0.0035356
3.09268,1194,24.919,-0.46676,146.65,283.52,24.932,-0.46872,146.63,0.020235,0.020235,1,0.0032274,-0.00029872,-1.00E-05,0.0035356
3.09848,1194.1,24.854,-0.46503,142.33,283.72,24.867,-0.4672,142.32,0.020222,0.020221,1,0.0032332,-0.00030458,-1.00E-05,0.0035356
3.10438,1194.1,24.791,-0.46396,138.01,283.93,24.804,-0.46634,138,0.020208,0.020208,1,0.0032391,-0.00031044,-1.00E-05,0.0035356
3.11028,1194.2,24.729,-0.46351,133.69,284.14,24.743,-0.4661,133.67,0.020195,0.020194,1,0.003245,-0.0003163,-1.00E-05,0.0035356
3.11608,1194.3,24.669,-0.46364,129.36,284.34,24.682,-0.46645,129.35,0.020181,0.020181,1,0.0032508,-0.00032215,-1.00E-05,0.0035356
3.12198,1194.4,24.61,-0.46432,125.04,284.55,24.623,-0.46734,125.02,0.020168,0.020167,1,0.0032567,-0.00032801,-1.00E-05,0.0035356
3.12778,1194.4,24.553,-0.46552,120.71,284.76,24.565,-0.46874,120.69,0.020154,0.020153,1,0.0032625,-0.00033387,-1.00E-05,0.0035356
3.13368,1194.5,24.496,-0.4672,116.37,284.97,24.509,-0.47064,116.36,0.02014,0.02014,1,0.0032684,-0.00033973,-1.00E-05,0.0035356
3.13948,1194.6,24.442,-0.46934,112.04,285.18,24.454,-0.47299,112.02,0.020126,0.020126,1,0.0032742,-0.00034558,-1.00E-05,0.0035356
3.14538,1194.2,24.508,-0.4749,106.93,285.17,24.52,-0.47869,106.92,0.020121,0.02012,1,0.0032801,-0.00035144,-1.00E-05,0.0035356
3.15128,1193.6,24.632,-0.48247,101.46,285.06,24.644,-0.48638,101.45,0.020118,0.020118,1,0.003286,-0.0003573,-1.00E-05,0.0035356
3.15708,1193,24.758,-0.49069,95.992,284.95,24.77,-0.49473,95.98,0.020116,0.020116,1,0.0032918,-0.00036315,-1.00E-05,0.0035356
3.16298,1192.4,24.887,-0.49952,90.516,284.84,24.898,-0.50368,90.505,0.020114,0.020114,1,0.0032977,-0.00036901,-1.00E-05,0.0035356
3.16878,1191.8,25.019,-0.50891,85.036,284.73,25.029,-0.51321,85.026,0.020112,0.020111,1,0.0033035,-0.00037487,-1.00E-05,0.0035356
3.17468,1191.2,25.153,-0.51883,79.551,284.62,25.163,-0.52327,79.542,0.020109,0.020109,1,0.0033094,-0.00038073,-1.00E-05,0.0035356
3.18048,1190.6,25.289,-0.52925,74.062,284.51,25.299,-0.53384,74.053,0.020107,0.020107,1,0.0033152,-0.00038658,-1.00E-05,0.0035356
3.18638,1190,25.428,-0.54013,68.567,284.4,25.438,-0.54487,68.559,0.020104,0.020104,1,0.0033211,-0.00039244,-1.00E-05,0.0035356
3.19228,1189.5,25.572,-0.54918,63.674,284.25,25.582,-0.55402,63.667,0.020106,0.020106,1,0.003327,-0.0003983,-1.00E-05,0.0035356
3.19808,1189.1,25.726,-0.55208,60.553,283.96,25.735,-0.55685,60.546,0.020119,0.020119,1,0.0033328,-0.00040416,-1.00E-05,0.0035356
3.20398,1188.6,25.881,-0.55552,57.43,283.67,25.89,-0.56022,57.424,0.020133,0.020133,1,0.0033387,-0.00041001,-1.00E-05,0.0035356
3.20978,1188.2,26.038,-0.55946,54.305,283.38,26.046,-0.5641,54.299,0.020146,0.020146,1,0.0033445,-0.00041587,-1.00E-05,0.0035356
