x,p,U:0,U:1,U:2,T,U_0:0,U_0:1,U_0:2,rho,rho_0,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
1.15978,570.03,298.98,0.07777,469.18,72.278,299,0.054067,469.19,0.038987,0.038985,1,0.0012945,0.0016342,-1.00E-05,0.0035356
1.16558,556.27,301.11,-0.028417,471.41,69.592,301.12,-0.051089,471.44,0.03946,0.039457,1,0.0013003,0.0016283,-1.00E-05,0.0035356
1.17148,542.51,303.24,-0.13454,473.65,66.905,303.25,-0.15618,473.68,0.039933,0.039929,1,0.0013062,0.0016225,-1.00E-05,0.0035356
1.17728,528.75,305.37,-0.24059,475.89,64.218,305.38,-0.26119,475.92,0.040406,0.040402,1,0.001312,0.0016166,-1.00E-05,0.0035356
1.18318,514.98,307.5,-0.34657,478.13,61.532,307.5,-0.36614,478.16,0.040879,0.040874,1,0.0013179,0.0016108,-1.00E-05,0.0035356
1.18908,501.22,309.62,-0.45248,480.37,58.845,309.63,-0.47101,480.4,0.041352,0.041346,1,0.0013238,0.0016049,-1.00E-05,0.0035356
1.19488,488.02,311.59,-0.55753,481.6,56.723,311.6,-0.57517,481.64,0.041625,0.041618,1,0.0013296,0.0015991,-1.00E-05,0.0035356
1.20078,475.32,313.41,-0.66201,481.93,55.112,313.42,-0.67888,481.96,0.041717,0.04171,1,0.0013355,0.0015932,-1.00E-05,0.0035356
1.20658,462.63,315.23,-0.76668,482.26,53.5,315.24,-0.7828,482.29,0.041809,0.041801,1,0.0013413,0.0015873,-1.00E-05,0.0035356
1.21248,449.93,317.05,-0.87156,482.59,51.888,317.06,-0.88692,482.62,0.041901,0.041892,1,0.0013472,0.0015815,-1.00E-05,0.0035356
1.21828,437.24,318.86,-0.97665,482.92,50.277,318.88,-0.99124,482.95,0.041993,0.041983,1,0.001353,0.0015756,-1.00E-05,0.0035356
1.22418,424.55,320.68,-1.0819,483.25,48.666,320.7,-1.0958,483.28,0.042084,0.042075,1,0.0013589,0.0015698,-1.00E-05,0.0035356
1.23008,411.85,322.5,-1.1874,483.58,47.055,322.52,-1.2005,483.61,0.042176,0.042166,1,0.0013648,0.0015639,-1.00E-05,0.0035356
1.23588,399.16,324.32,-1.2932,483.91,45.444,324.35,-1.3055,483.93,0.042268,0.042257,1,0.0013706,0.0015581,-1.00E-05,0.0035356
1.24178,386.47,326.14,-1.3991,484.24,43.833,326.17,-1.4107,484.26,0.04236,0.042348,1,0.0013765,0.0015522,-1.00E-05,0.0035356
1.24758,373.78,327.96,-1.5053,484.57,42.222,327.99,-1.5161,484.59,0.042452,0.04244,1,0.0013823,0.0015463,-1.00E-05,0.0035356
1.25348,365.04,329.3,-1.605,484.51,41.269,329.33,-1.6161,484.53,0.042381,0.042368,1,0.0013882,0.0015405,-1.00E-05,0.0035356
1.25928,357.39,330.5,-1.7033,484.35,40.497,330.54,-1.7149,484.36,0.042265,0.042252,1,0.001394,0.0015346,-1.00E-05,0.0035356
1.26518,349.74,331.71,-1.8018,484.18,39.725,331.75,-1.8141,484.19,0.042149,0.042135,1,0.0013999,0.0015288,-1.00E-05,0.0035356
1.27108,342.09,332.92,-1.9007,484.02,38.954,332.96,-1.9135,484.03,0.042033,0.042019,1,0.0014058,0.0015229,-1.00E-05,0.0035356
1.27688,334.44,334.13,-1.9999,483.85,38.183,334.17,-2.0133,483.86,0.041918,0.041903,1,0.0014116,0.001517,-1.00E-05,0.0035356
1.28278,326.79,335.34,-2.0995,483.69,37.411,335.38,-2.1134,483.69,0.041802,0.041787,1,0.0014175,0.0015112,-1.00E-05,0.0035356
1.28858,319.15,336.54,-2.1993,483.52,36.64,336.59,-2.2139,483.52,0.041686,0.041671,1,0.0014233,0.0015053,-1.00E-05,0.0035356
1.29448,311.5,337.75,-2.2996,483.36,35.869,337.8,-2.3147,483.36,0.041571,0.041555,1,0.0014292,0.0014995,-1.00E-05,0.0035356
1.30028,303.86,338.96,-2.4001,483.2,35.098,339.01,-2.4158,483.19,0.041455,0.041439,1,0.001435,0.0014936,-1.00E-05,0.0035356
1.30618,296.42,340.1,-2.5025,483.04,34.348,340.15,-2.5189,483.03,0.041342,0.041325,1,0.0014409,0.0014878,-1.00E-05,0.0035356
1.31208,293.6,339.87,-2.6412,483.15,34.072,339.92,-2.6597,483.14,0.041283,0.041267,1,0.0014468,0.0014819,-1.00E-05,0.0035356
1.31788,290.77,339.64,-2.7801,483.27,33.797,339.69,-2.8008,483.25,0.041223,0.041208,1,0.0014526,0.001476,-1.00E-05,0.0035356
1.32378,287.95,339.41,-2.9193,483.38,33.522,339.46,-2.9423,483.36,0.041165,0.04115,1,0.0014585,0.0014702,-1.00E-05,0.0035356
1.32958,285.13,339.17,-3.0588,483.49,33.247,339.23,-3.084,483.47,0.041106,0.041092,1,0.0014643,0.0014643,-1.00E-05,0.0035356
1.33548,282.31,338.94,-3.1987,483.61,32.972,339,-3.2261,483.58,0.041047,0.041033,1,0.0014702,0.0014585,-1.00E-05,0.0035356
1.34128,279.49,338.71,-3.3388,483.72,32.698,338.76,-3.3685,483.69,0.040988,0.040975,1,0.001476,0.0014526,-1.00E-05,0.0035356
1.34718,276.68,338.47,-3.4793,483.83,32.423,338.53,-3.5112,483.8,0.04093,0.040918,1,0.0014819,0.0014468,-1.00E-05,0.0035356
1.35308,273.86,338.24,-3.6201,483.95,32.148,338.3,-3.6542,483.91,0.040872,0.04086,1,0.0014878,0.0014409,-1.00E-05,0.0035356
1.35888,271.05,338,-3.7613,484.06,31.874,338.06,-3.7976,484.02,0.040813,0.040802,1,0.0014936,0.001435,-1.00E-05,0.0035356
1.36478,269.41,337.43,-3.8944,484.33,31.668,337.49,-3.9329,484.29,0.040842,0.040831,1,0.0014995,0.0014292,-1.00E-05,0.0035356
1.37058,270.56,336.05,-4.008,484.95,31.624,336.11,-4.0485,484.9,0.041075,0.041066,1,0.0015053,0.0014233,-1.00E-05,0.0035356
1.37648,271.71,334.66,-4.1217,485.57,31.581,334.74,-4.1642,485.52,0.041309,0.0413,1,0.0015112,0.0014175,-1.00E-05,0.0035356
1.38228,272.86,333.28,-4.2355,486.19,31.537,333.36,-4.28,486.13,0.041543,0.041534,1,0.001517,0.0014116,-1.00E-05,0.0035356
1.38818,274.01,331.9,-4.3493,486.82,31.494,331.98,-4.3959,486.75,0.041777,0.041769,1,0.0015229,0.0014058,-1.00E-05,0.0035356
1.39408,275.16,330.52,-4.4633,487.44,31.45,330.61,-4.5119,487.36,0.04201,0.042003,1,0.0015288,0.0013999,-1.00E-05,0.0035356
1.39988,276.32,329.14,-4.5774,488.06,31.407,329.23,-4.628,487.98,0.042244,0.042238,1,0.0015346,0.001394,-1.00E-05,0.0035356
1.40578,277.47,327.75,-4.6915,488.68,31.364,327.86,-4.7442,488.6,0.042478,0.042472,1,0.0015405,0.0013882,-1.00E-05,0.0035356
1.41158,278.62,326.37,-4.8058,489.31,31.32,326.48,-4.8605,489.21,0.042712,0.042707,1,0.0015463,0.0013823,-1.00E-05,0.0035356
1.41748,279.78,324.99,-4.9202,489.93,31.277,325.1,-4.9769,489.83,0.042946,0.042942,1,0.0015522,0.0013765,-1.00E-05,0.0035356
1.42338,281.37,323.68,-4.9445,490.71,31.265,323.8,-5.0022,490.6,0.043205,0.043201,1,0.0015581,0.0013706,-1.00E-05,0.0035356
1.42918,283.33,322.42,-4.8946,491.61,31.28,322.55,-4.9527,491.49,0.043483,0.043479,1,0.0015639,0.0013648,-1.00E-05,0.0035356
1.43508,285.28,321.17,-4.8447,492.51,31.294,321.3,-4.903,492.39,0.043761,0.043757,1,0.0015698,0.0013589,-1.00E-05,0.0035356
1.44088,287.23,319.92,-4.7946,493.41,31.308,320.05,-4.8531,493.28,0.044039,0.044035,1,0.0015756,0.001353,-1.00E-05,0.0035356
1.44678,289.18,318.66,-4.7444,494.31,31.323,318.8,-4.8032,494.18,0.044317,0.044313,1,0.0015815,0.0013472,-1.00E-05,0.0035356
1.45258,291.13,317.41,-4.694,495.22,31.337,317.55,-4.7531,495.07,0.044594,0.044591,1,0.0015873,0.0013413,-1.00E-05,0.0035356
1.45848,293.08,316.15,-4.6436,496.12,31.351,316.3,-4.7029,495.97,0.044872,0.044868,1,0.0015932,0.0013355,-1.00E-05,0.0035356
1.46438,295.02,314.9,-4.593,497.02,31.365,315.05,-4.6526,496.86,0.045149,0.045146,1,0.0015991,0.0013296,-1.00E-05,0.0035356
1.47018,296.97,313.64,-4.5423,497.92,31.379,313.8,-4.6021,497.75,0.045427,0.045423,1,0.0016049,0.0013238,-1.00E-05,0.0035356
1.47608,298.91,312.39,-4.4914,498.82,31.393,312.55,-4.5515,498.65,0.045704,0.045701,1,0.0016108,0.0013179,-1.00E-05,0.0035356
1.48188,298.72,311,-4.3832,499.96,31.323,311.16,-4.4418,499.78,0.045776,0.045774,1,0.0016166,0.001312,-1.00E-05,0.0035356
1.48778,297.99,309.57,-4.2605,501.17,31.231,309.74,-4.3172,500.98,0.045796,0.045795,1,0.0016225,0.0013062,-1.00E-05,0.0035356
1.49358,297.26,308.14,-4.1378,502.38,31.14,308.31,-4.1926,502.18,0.045815,0.045817,1,0.0016283,0.0013003,-1.00E-05,0.0035356
1.49948,296.52,306.71,-4.015,503.58,31.048,306.89,-4.0679,503.38,0.045835,0.045838,1,0.0016342,0.0012945,-1.00E-05,0.0035356
1.50538,295.78,305.29,-3.8921,504.79,30.957,305.46,-3.9431,504.58,0.045854,0.045859,1,0.0016401,0.0012886,-1.00E-05,0.0035356
1.51118,295.04,303.86,-3.7692,505.99,30.865,304.03,-3.8182,505.78,0.045873,0.045879,1,0.0016459,0.0012828,-1.00E-05,0.0035356
1.51708,294.3,302.43,-3.6462,507.2,30.773,302.61,-3.6933,506.98,0.045892,0.0459,1,0.0016518,0.0012769,-1.00E-05,0.0035356
1.52288,293.55,301,-3.5231,508.41,30.681,301.18,-3.5683,508.18,0.04591,0.04592,1,0.0016576,0.001271,-1.00E-05,0.0035356
1.52878,292.8,299.57,-3.3999,509.61,30.589,299.76,-3.4432,509.38,0.045928,0.045939,1,0.0016635,0.0012652,-1.00E-05,0.0035356
1.53458,291.97,298.14,-3.28,510.83,30.493,298.33,-3.3214,510.6,0.045939,0.045953,1,0.0016693,0.0012593,-1.00E-05,0.0035356
1.54048,289.59,296.55,-3.2286,512.27,30.321,296.75,-3.2695,512.03,0.045819,0.045835,1,0.0016752,0.0012535,-1.00E-05,0.0035356
1.54638,287.21,294.97,-3.1773,513.72,30.149,295.17,-3.2176,513.47,0.045697,0.045718,1,0.0016811,0.0012476,-1.00E-05,0.0035356
1.55218,284.83,293.39,-3.126,515.16,29.978,293.59,-3.1658,514.91,0.045576,0.0456,1,0.0016869,0.0012418,-1.00E-05,0.0035356
1.55808,282.45,291.81,-3.0747,516.6,29.806,292.01,-3.1139,516.35,0.045455,0.045482,1,0.0016928,0.0012359,-1.00E-05,0.0035356
1.56388,280.07,290.23,-3.0234,518.04,29.634,290.43,-3.062,517.79,0.045333,0.045363,1,0.0016986,0.00123,-1.00E-05,0.0035356
1.56978,277.68,288.65,-2.9721,519.48,29.462,288.85,-3.0102,519.23,0.045211,0.045245,1,0.0017045,0.0012242,-1.00E-05,0.0035356
1.57558,275.29,287.06,-2.9208,520.93,29.29,287.27,-2.9583,520.67,0.045089,0.045126,1,0.0017103,0.0012183,-1.00E-05,0.0035356
1.58148,272.91,285.48,-2.8695,522.37,29.118,285.7,-2.9065,522.1,0.044967,0.045007,1,0.0017162,0.0012125,-1.00E-05,0.0035356
1.58738,270.51,283.9,-2.8182,523.81,28.946,284.12,-2.8547,523.54,0.044844,0.044888,1,0.0017221,0.0012066,-1.00E-05,0.0035356
1.59318,268,282.46,-2.7589,525.09,28.783,282.68,-2.795,524.83,0.044681,0.044728,1,0.0017279,0.0012008,-1.00E-05,0.0035356
1.59908,265.19,281.37,-2.68,525.98,28.64,281.57,-2.7158,525.73,0.044421,0.044469,1,0.0017338,0.0011949,-1.00E-05,0.0035356
1.60488,262.37,280.28,-2.6011,526.87,28.497,280.47,-2.6366,526.63,0.04416,0.04421,1,0.0017396,0.001189,-1.00E-05,0.0035356
1.61078,259.56,279.2,-2.5222,527.75,28.354,279.37,-2.5575,527.53,0.0439,0.043951,1,0.0017455,0.0011832,-1.00E-05,0.0035356
1.61658,256.75,278.11,-2.4433,528.64,28.211,278.27,-2.4784,528.43,0.043639,0.043692,1,0.0017513,0.0011773,-1.00E-05,0.0035356
1.62248,253.94,277.02,-2.3645,529.52,28.068,277.17,-2.3993,529.33,0.043379,0.043433,1,0.0017572,0.0011715,-1.00E-05,0.0035356
1.62838,251.13,275.94,-2.2857,530.4,27.925,276.07,-2.3202,530.22,0.043119,0.043174,1,0.0017631,0.0011656,-1.00E-05,0.0035356
1.63418,248.32,274.85,-2.2069,531.29,27.783,274.98,-2.2411,531.12,0.042859,0.042915,1,0.0017689,0.0011598,-1.00E-05,0.0035356
1.64008,245.51,273.77,-2.1281,532.17,27.64,273.88,-2.1621,532.02,0.042599,0.042656,1,0.0017748,0.0011539,-1.00E-05,0.0035356
1.64588,242.71,272.69,-2.0494,533.05,27.497,272.78,-2.0831,532.91,0.042339,0.042398,1,0.0017806,0.001148,-1.00E-05,0.0035356
1.65178,239.52,272.03,-1.9999,533.38,27.351,272.11,-2.0319,533.26,0.041999,0.042059,1,0.0017865,0.0011422,-1.00E-05,0.0035356
1.65758,235.98,271.76,-1.9768,533.23,27.2,271.81,-2.0058,533.12,0.041589,0.041648,1,0.0017923,0.0011363,-1.00E-05,0.0035356
1.66348,232.45,271.49,-1.9537,533.07,27.049,271.52,-1.9799,532.98,0.041178,0.041238,1,0.0017982,0.0011305,-1.00E-05,0.0035356
1.66938,228.91,271.22,-1.9309,532.92,26.898,271.23,-1.9541,532.84,0.040768,0.040828,1,0.0018041,0.0011246,-1.00E-05,0.0035356
1.67518,225.38,270.95,-1.9082,532.76,26.747,270.93,-1.9285,532.69,0.040358,0.040418,1,0.0018099,0.0011188,-1.00E-05,0.0035356
1.68108,221.85,270.68,-1.8856,532.61,26.596,270.64,-1.903,532.55,0.039948,0.040008,1,0.0018158,0.0011129,-1.00E-05,0.0035356
1.68688,218.33,270.41,-1.8632,532.45,26.446,270.35,-1.8777,532.41,0.039538,0.039599,1,0.0018216,0.001107,-1.00E-05,0.0035356
1.69278,214.8,270.14,-1.841,532.3,26.295,270.06,-1.8525,532.27,0.039129,0.03919,1,0.0018275,0.0011012,-1.00E-05,0.0035356
1.69858,211.28,269.87,-1.8189,532.14,26.145,269.77,-1.8275,532.13,0.03872,0.03878,1,0.0018333,0.0010953,-1.00E-05,0.0035356
1.70448,207.76,269.6,-1.797,531.99,25.994,269.48,-1.8026,531.98,0.038311,0.038372,1,0.0018392,0.0010895,-1.00E-05,0.0035356
1.71038,204.06,269.59,-1.845,531.7,25.81,269.46,-1.8486,531.69,0.037883,0.037945,1,0.0018451,0.0010836,-1.00E-05,0.0035356
1.71618,200.29,269.66,-1.915,531.37,25.616,269.53,-1.917,531.36,0.03745,0.037513,1,0.0018509,0.0010777,-1.00E-05,0.0035356
1.72208,196.53,269.73,-1.9853,531.04,25.422,269.59,-1.9856,531.02,0.037017,0.03708,1,0.0018568,0.0010719,-1.00E-05,0.0035356
1.72788,192.77,269.79,-2.0557,530.71,25.227,269.66,-2.0545,530.69,0.036585,0.036648,1,0.0018626,0.001066,-1.00E-05,0.0035356
1.73378,189.02,269.86,-2.1264,530.38,25.033,269.73,-2.1235,530.35,0.036152,0.036216,1,0.0018685,0.0010602,-1.00E-05,0.0035356
1.73958,185.26,269.92,-2.1972,530.06,24.839,269.79,-2.1927,530.02,0.03572,0.035785,1,0.0018743,0.0010543,-1.00E-05,0.0035356
1.74548,181.51,269.99,-2.2682,529.73,24.645,269.86,-2.262,529.69,0.035288,0.035353,1,0.0018802,0.0010485,-1.00E-05,0.0035356
1.75138,177.75,270.05,-2.3394,529.4,24.45,269.92,-2.3316,529.35,0.034856,0.034922,1,0.0018861,0.0010426,-1.00E-05,0.0035356
1.75718,174.59,269.8,-2.3897,529.28,24.28,269.68,-2.3806,529.23,0.034496,0.034562,1,0.0018919,0.0010367,-1.00E-05,0.0035356
1.76308,172.64,268.93,-2.3972,529.57,24.157,268.8,-2.3877,529.52,0.034279,0.034345,1,0.0018978,0.0010309,-1.00E-05,0.0035356
1.76888,170.68,268.05,-2.4049,529.86,24.035,267.93,-2.3949,529.82,0.034063,0.034128,1,0.0019036,0.001025,-1.00E-05,0.0035356
1.77478,168.72,267.17,-2.4125,530.15,23.913,267.05,-2.402,530.11,0.033847,0.033911,1,0.0019095,0.0010192,-1.00E-05,0.0035356
1.78058,166.77,266.28,-2.4202,530.45,23.79,266.18,-2.4093,530.4,0.033632,0.033695,1,0.0019153,0.0010133,-1.00E-05,0.0035356
1.78648,164.82,265.4,-2.428,530.74,23.668,265.3,-2.4165,530.7,0.033416,0.033478,1,0.0019212,0.0010075,-1.00E-05,0.0035356
1.79238,162.87,264.52,-2.4358,531.03,23.546,264.43,-2.4239,530.99,0.033201,0.033262,1,0.0019271,0.0010016,-1.00E-05,0.0035356
1.79818,160.92,263.64,-2.4437,531.32,23.424,263.55,-2.4312,531.28,0.032985,0.033046,1,0.0019329,0.00099575,-1.00E-05,0.0035356
1.80408,158.97,262.76,-2.4516,531.61,23.302,262.67,-2.4387,531.58,0.03277,0.03283,1,0.0019388,0.00098989,-1.00E-05,0.0035356
1.80988,158.39,261.29,-2.4894,532.15,23.26,261.21,-2.4748,532.12,0.03271,0.032768,1,0.0019446,0.00098403,-1.00E-05,0.0035356
1.81578,157.96,259.76,-2.5307,532.71,23.228,259.69,-2.5142,532.69,0.032667,0.032724,1,0.0019505,0.00097817,-1.00E-05,0.0035356
1.82158,157.53,258.24,-2.5721,533.27,23.196,258.16,-2.5538,533.25,0.032624,0.032679,1,0.0019563,0.00097232,-1.00E-05,0.0035356
1.82748,157.11,256.71,-2.6137,533.84,23.164,256.63,-2.5936,533.82,0.032581,0.032634,1,0.0019622,0.00096646,-1.00E-05,0.0035356
1.83338,156.68,255.18,-2.6554,534.4,23.131,255.11,-2.6335,534.39,0.032538,0.03259,1,0.0019681,0.0009606,-1.00E-05,0.0035356
1.83918,156.25,253.65,-2.6973,534.96,23.099,253.58,-2.6735,534.96,0.032495,0.032545,1,0.0019739,0.00095475,-1.00E-05,0.0035356
1.84508,155.83,252.12,-2.7393,535.52,23.067,252.06,-2.7137,535.52,0.032452,0.032501,1,0.0019798,0.00094889,-1.00E-05,0.0035356
1.85088,155.4,250.59,-2.7815,536.09,23.035,250.53,-2.754,536.09,0.032409,0.032456,1,0.0019856,0.00094303,-1.00E-05,0.0035356
1.85678,155.54,248.97,-2.8409,536.66,23.039,248.91,-2.8125,536.67,0.032431,0.032476,1,0.0019915,0.00093717,-1.00E-05,0.0035356
1.86268,156.3,247.25,-2.9196,537.24,23.083,247.18,-2.8913,537.25,0.032525,0.032566,1,0.0019974,0.00093132,-1.00E-05,0.0035356
1.86848,157.07,245.52,-2.9984,537.81,23.126,245.45,-2.9702,537.83,0.032619,0.032657,1,0.0020032,0.00092546,-1.00E-05,0.0035356
1.87438,157.84,243.8,-3.0774,538.39,23.17,243.72,-3.0493,538.4,0.032714,0.032747,1,0.0020091,0.0009196,-1.00E-05,0.0035356
1.88018,158.61,242.07,-3.1566,538.97,23.214,241.99,-3.1286,538.98,0.032808,0.032838,1,0.0020149,0.00091374,-1.00E-05,0.0035356
1.88608,159.38,240.34,-3.2359,539.55,23.258,240.27,-3.2081,539.56,0.032902,0.032928,1,0.0020208,0.00090789,-1.00E-05,0.0035356
1.89188,160.15,238.62,-3.3155,540.13,23.302,238.54,-3.2877,540.14,0.032997,0.033019,1,0.0020266,0.00090203,-1.00E-05,0.0035356
1.89778,160.92,236.89,-3.3952,540.71,23.346,236.81,-3.3675,540.72,0.033091,0.03311,1,0.0020325,0.00089617,-1.00E-05,0.0035356
1.90368,161.71,235.19,-3.4726,541.28,23.392,235.1,-3.4451,541.29,0.033189,0.033204,1,0.0020384,0.00089031,-1.00E-05,0.0035356
1.90948,163.16,233.85,-3.4939,541.65,23.484,233.75,-3.468,541.67,0.03335,0.033364,1,0.0020442,0.00088446,-1.00E-05,0.0035356
1.91538,164.6,232.5,-3.5151,542.02,23.576,232.41,-3.4909,542.04,0.033511,0.033525,1,0.0020501,0.0008786,-1.00E-05,0.0035356
1.92118,166.05,231.16,-3.5363,542.4,23.667,231.07,-3.5137,542.41,0.033673,0.033685,1,0.0020559,0.00087274,-1.00E-05,0.0035356
1.92708,167.49,229.82,-3.5574,542.77,23.759,229.72,-3.5365,542.78,0.033834,0.033846,1,0.0020618,0.00086689,-1.00E-05,0.0035356
1.93288,168.94,228.48,-3.5786,543.14,23.851,228.38,-3.5593,543.15,0.033996,0.034007,1,0.0020676,0.00086103,-1.00E-05,0.0035356
1.93878,170.39,227.14,-3.5997,543.51,23.942,227.04,-3.582,543.52,0.034157,0.034167,1,0.0020735,0.00085517,-1.00E-05,0.0035356
1.94468,171.83,225.81,-3.6208,543.89,24.034,225.7,-3.6047,543.89,0.034319,0.034328,1,0.0020794,0.00084931,-1.00E-05,0.0035356
1.95048,173.28,224.47,-3.6418,544.26,24.126,224.35,-3.6274,544.27,0.03448,0.034489,1,0.0020852,0.00084346,-1.00E-05,0.0035356
1.95638,173.86,223.11,-3.645,544.84,24.17,223.01,-3.6316,544.84,0.034533,0.034542,1,0.0020911,0.0008376,-1.00E-05,0.0035356
1.96218,173.89,221.74,-3.6368,545.56,24.185,221.65,-3.624,545.56,0.034517,0.034528,1,0.0020969,0.00083174,-1.00E-05,0.0035356
1.96808,173.92,220.37,-3.6285,546.28,24.2,220.3,-3.6162,546.27,0.034501,0.034514,1,0.0021028,0.00082588,-1.00E-05,0.0035356
1.97388,173.95,219,-3.62,546.99,24.215,218.94,-3.6083,546.98,0.034484,0.034499,1,0.0021086,0.00082003,-1.00E-05,0.0035356
1.97978,173.98,217.63,-3.6115,547.71,24.229,217.59,-3.6003,547.69,0.034468,0.034484,1,0.0021145,0.00081417,-1.00E-05,0.0035356
1.98568,174.01,216.26,-3.6027,548.43,24.244,216.23,-3.5921,548.4,0.034451,0.03447,1,0.0021204,0.00080831,-1.00E-05,0.0035356
1.99148,174.04,214.9,-3.5939,549.14,24.258,214.88,-3.5838,549.11,0.034435,0.034455,1,0.0021262,0.00080245,-1.00E-05,0.0035356
1.99738,174.07,213.53,-3.5849,549.86,24.273,213.52,-3.5754,549.82,0.034418,0.03444,1,0.0021321,0.0007966,-1.00E-05,0.0035356
2.00318,173.82,212.05,-3.5785,550.63,24.269,212.06,-3.5695,550.59,0.034371,0.034394,1,0.0021379,0.00079074,-1.00E-05,0.0035356
2.00908,172.31,210.09,-3.5842,551.65,24.183,210.11,-3.5759,551.6,0.034188,0.03421,1,0.0021438,0.00078488,-1.00E-05,0.0035356
2.01488,170.81,208.12,-3.5899,552.67,24.097,208.16,-3.5823,552.62,0.034005,0.034025,1,0.0021496,0.00077903,-1.00E-05,0.0035356
2.02078,169.31,206.16,-3.5956,553.68,24.01,206.2,-3.5885,553.64,0.033822,0.033841,1,0.0021555,0.00077317,-1.00E-05,0.0035356
2.02668,167.81,204.2,-3.6011,554.7,23.924,204.25,-3.5947,554.65,0.033639,0.033657,1,0.0021614,0.00076731,-1.00E-05,0.0035356
2.03248,166.3,202.23,-3.6066,555.72,23.838,202.3,-3.6009,555.67,0.033456,0.033472,1,0.0021672,0.00076145,-1.00E-05,0.0035356
2.03838,164.8,200.27,-3.6121,556.74,23.751,200.35,-3.6069,556.69,0.033273,0.033288,1,0.0021731,0.0007556,-1.00E-05,0.0035356
2.04418,163.29,198.3,-3.6174,557.76,23.665,198.39,-3.6129,557.7,0.03309,0.033103,1,0.0021789,0.00074974,-1.00E-05,0.0035356
2.05008,161.79,196.34,-3.6227,558.78,23.578,196.44,-3.6188,558.72,0.032907,0.032918,1,0.0021848,0.00074388,-1.00E-05,0.0035356
2.05588,160.52,194.23,-3.6033,559.63,23.494,194.34,-3.6001,559.57,0.032767,0.032777,1,0.0021906,0.00073802,-1.00E-05,0.0035356
2.06178,159.33,192.07,-3.5758,560.43,23.409,192.19,-3.5734,560.37,0.032641,0.032649,1,0.0021965,0.00073217,-1.00E-05,0.0035356
2.06768,158.15,189.92,-3.5482,561.24,23.325,190.03,-3.5466,561.17,0.032515,0.032521,1,0.0022024,0.00072631,-1.00E-05,0.0035356
2.07348,156.96,187.76,-3.5206,562.04,23.241,187.88,-3.5197,561.98,0.03239,0.032394,1,0.0022082,0.00072045,-1.00E-05,0.0035356
2.07938,155.78,185.6,-3.493,562.84,23.157,185.73,-3.4929,562.78,0.032264,0.032266,1,0.0022141,0.00071459,-1.00E-05,0.0035356
2.08518,154.59,183.45,-3.4654,563.65,23.073,183.58,-3.466,563.58,0.032138,0.032139,1,0.0022199,0.00070874,-1.00E-05,0.0035356
2.09108,153.41,181.29,-3.4377,564.45,22.989,181.42,-3.439,564.38,0.032013,0.032011,1,0.0022258,0.00070288,-1.00E-05,0.0035356
2.09688,152.22,179.13,-3.4099,565.25,22.905,179.27,-3.4121,565.19,0.031887,0.031884,1,0.0022316,0.00069702,-1.00E-05,0.0035356
2.10278,151.29,177.01,-3.375,566.06,22.837,177.15,-3.3774,565.99,0.03179,0.031785,1,0.0022375,0.00069117,-1.00E-05,0.0035356
2.10868,150.88,174.98,-3.3249,566.87,22.803,175.11,-3.3268,566.81,0.031752,0.031746,1,0.0022434,0.00068531,-1.00E-05,0.0035356
2.11448,150.47,172.95,-3.2747,567.68,22.768,173.07,-3.276,567.63,0.031713,0.031707,1,0.0022492,0.00067945,-1.00E-05,0.0035356
2.12038,150.06,170.92,-3.2243,568.5,22.734,171.03,-3.2251,568.45,0.031675,0.031669,1,0.0022551,0.00067359,-1.00E-05,0.0035356
2.12618,149.65,168.89,-3.1739,569.31,22.7,169,-3.1741,569.27,0.031637,0.03163,1,0.0022609,0.00066774,-1.00E-05,0.0035356
2.13208,149.24,166.86,-3.1233,570.12,22.665,166.96,-3.1229,570.09,0.031598,0.031591,1,0.0022668,0.00066188,-1.00E-05,0.0035356
2.13788,148.83,164.83,-3.0725,570.93,22.631,164.92,-3.0716,570.91,0.03156,0.031552,1,0.0022726,0.00065602,-1.00E-05,0.0035356
2.14378,148.42,162.79,-3.0216,571.75,22.597,162.88,-3.0201,571.73,0.031522,0.031513,1,0.0022785,0.00065016,-1.00E-05,0.0035356
2.14968,148.01,160.76,-2.9706,572.56,22.562,160.84,-2.9685,572.55,0.031484,0.031475,1,0.0022844,0.00064431,-1.00E-05,0.0035356
2.15548,147.73,159,-2.9625,573.05,22.549,159.07,-2.9595,573.05,0.031442,0.031433,1,0.0022902,0.00063845,-1.00E-05,0.0035356
2.16138,147.47,157.28,-2.9596,573.51,22.539,157.33,-2.9556,573.52,0.031401,0.031391,1,0.0022961,0.00063259,-1.00E-05,0.0035356
2.16718,147.21,155.55,-2.9568,573.97,22.528,155.59,-2.9518,573.99,0.031359,0.031349,1,0.0023019,0.00062673,-1.00E-05,0.0035356
2.17308,146.94,153.83,-2.954,574.43,22.518,153.85,-2.948,574.46,0.031317,0.031307,1,0.0023078,0.00062088,-1.00E-05,0.0035356
2.17888,146.68,152.1,-2.9514,574.88,22.508,152.11,-2.9444,574.93,0.031276,0.031265,1,0.0023136,0.00061502,-1.00E-05,0.0035356
2.18478,146.42,150.37,-2.9487,575.34,22.497,150.37,-2.9408,575.4,0.031234,0.031223,1,0.0023195,0.00060916,-1.00E-05,0.0035356
2.19068,146.15,148.65,-2.9462,575.8,22.487,148.63,-2.9373,575.87,0.031192,0.031181,1,0.0023254,0.00060331,-1.00E-05,0.0035356
