"p","U:0","U:1","U:2","T","U_0:0","U_0:1","U_0:2","alphat","epsilon","epsilon_0","k","k_0","nut","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
184.21,247.5,-2.7184,550.17,25.085,247.52,-2.7128,550.13,3.7794e-006,2.4048e+007,2.4039e+007,169.22,169.23,0.00010728,0.035244,0.035238,1,0.0020266,0.00090203,-1e-005,0.0035356
185.74,246.14,-2.7446,550.94,25.163,246.16,-2.7396,550.92,3.7798e-006,2.3738e+007,2.3728e+007,167.7,167.71,0.00010672,0.035427,0.035422,1,0.0020325,0.00089617,-1e-005,0.0035356
187.19,244.79,-2.7701,551.71,25.238,244.8,-2.7657,551.69,3.7792e-006,2.3434e+007,2.3424e+007,166.2,166.21,0.00010615,0.035602,0.035597,1,0.0020384,0.00089031,-1e-005,0.0035356
186.97,243.43,-2.7767,552.31,25.233,243.44,-2.7726,552.29,3.7537e-006,2.3276e+007,2.3267e+007,165.15,165.16,0.00010553,0.035566,0.035562,1,0.0020442,0.00088446,-1e-005,0.0035356
186.76,242.06,-2.7835,552.91,25.227,242.08,-2.7798,552.89,3.7282e-006,2.3118e+007,2.3109e+007,164.1,164.11,0.0001049,0.03553,0.035528,1,0.0020501,0.0008786,-1e-005,0.0035356
186.55,240.7,-2.7905,553.51,25.221,240.72,-2.7872,553.5,3.7027e-006,2.2961e+007,2.2952e+007,163.05,163.06,0.00010427,0.035494,0.035493,1,0.0020559,0.00087274,-1e-005,0.0035356
186.33,239.34,-2.7978,554.11,25.216,239.35,-2.7948,554.1,3.6772e-006,2.2803e+007,2.2794e+007,162.01,162.01,0.00010364,0.035458,0.035459,1,0.0020618,0.00086689,-1e-005,0.0035356
186.12,237.97,-2.8054,554.71,25.21,237.99,-2.8027,554.7,3.6518e-006,2.2646e+007,2.2637e+007,160.96,160.96,0.00010302,0.035422,0.035424,1,0.0020676,0.00086103,-1e-005,0.0035356
185.9,236.61,-2.8132,555.31,25.204,236.63,-2.8109,555.3,3.6263e-006,2.2488e+007,2.2479e+007,159.91,159.91,0.00010239,0.035387,0.03539,1,0.0020735,0.00085517,-1e-005,0.0035356
185.69,235.25,-2.8213,555.91,25.198,235.27,-2.8194,555.9,3.6009e-006,2.2331e+007,2.2322e+007,158.86,158.86,0.00010176,0.035351,0.035355,1,0.0020794,0.00084931,-1e-005,0.0035356
185.47,233.88,-2.8296,556.51,25.193,233.91,-2.8281,556.5,3.5754e-006,2.2174e+007,2.2165e+007,157.82,157.81,0.00010113,0.035315,0.035321,1,0.0020852,0.00084346,-1e-005,0.0035356
184.51,232,-2.8208,557.19,25.138,232.03,-2.8196,557.17,3.5477e-006,2.2059e+007,2.205e+007,157.03,157.03,0.00010065,0.035205,0.035211,1,0.0020911,0.0008376,-1e-005,0.0035356
183.07,229.78,-2.8009,557.92,25.052,229.82,-2.8,557.9,3.5184e-006,2.1972e+007,2.1963e+007,156.42,156.42,0.00010027,0.035047,0.035053,1,0.0020969,0.00083174,-1e-005,0.0035356
181.64,227.57,-2.7808,558.64,24.966,227.61,-2.7803,558.62,3.4892e-006,2.1884e+007,2.1876e+007,155.81,155.8,9.9878e-005,0.03489,0.034895,1,0.0021028,0.00082588,-1e-005,0.0035356
180.2,225.36,-2.7607,559.36,24.88,225.4,-2.7605,559.34,3.46e-006,2.1797e+007,2.1789e+007,155.2,155.19,9.9491e-005,0.034733,0.034737,1,0.0021086,0.00082003,-1e-005,0.0035356
178.77,223.15,-2.7405,560.09,24.794,223.19,-2.7407,560.06,3.4308e-006,2.171e+007,2.1702e+007,154.58,154.58,9.9104e-005,0.034575,0.03458,1,0.0021145,0.00081417,-1e-005,0.0035356
177.33,220.93,-2.7202,560.81,24.708,220.98,-2.7207,560.78,3.4015e-006,2.1622e+007,2.1615e+007,153.97,153.96,9.8716e-005,0.034418,0.034422,1,0.0021204,0.00080831,-1e-005,0.0035356
175.9,218.72,-2.6999,561.54,24.623,218.78,-2.7007,561.5,3.3723e-006,2.1535e+007,2.1528e+007,153.36,153.35,9.8329e-005,0.034261,0.034264,1,0.0021262,0.00080245,-1e-005,0.0035356
174.46,216.51,-2.6794,562.26,24.537,216.57,-2.6806,562.22,3.3431e-006,2.1448e+007,2.1441e+007,152.75,152.74,9.7942e-005,0.034104,0.034106,1,0.0021321,0.0007966,-1e-005,0.0035356
173.12,214.3,-2.6645,562.93,24.454,214.36,-2.666,562.89,3.3155e-006,2.1365e+007,2.1359e+007,152.16,152.15,9.7563e-005,0.033958,0.03396,1,0.0021379,0.00079074,-1e-005,0.0035356
172.17,212.12,-2.6753,563.37,24.388,212.18,-2.6771,563.33,3.2949e-006,2.1302e+007,2.1296e+007,151.67,151.66,9.7223e-005,0.033863,0.033865,1,0.0021438,0.00078488,-1e-005,0.0035356
171.22,209.94,-2.6858,563.81,24.321,210,-2.6878,563.77,3.2743e-006,2.1239e+007,2.1233e+007,151.18,151.17,9.6882e-005,0.033769,0.033771,1,0.0021496,0.00077903,-1e-005,0.0035356
170.27,207.75,-2.696,564.25,24.255,207.82,-2.6983,564.2,3.2537e-006,2.1176e+007,2.117e+007,150.69,150.68,9.6541e-005,0.033674,0.033676,1,0.0021555,0.00077317,-1e-005,0.0035356
169.32,205.57,-2.706,564.69,24.188,205.63,-2.7086,564.64,3.2331e-006,2.1113e+007,2.1108e+007,150.2,150.2,9.62e-005,0.033579,0.033581,1,0.0021614,0.00076731,-1e-005,0.0035356
168.38,203.39,-2.7158,565.13,24.122,203.45,-2.7186,565.08,3.2125e-006,2.1051e+007,2.1045e+007,149.71,149.71,9.5858e-005,0.033484,0.033486,1,0.0021672,0.00076145,-1e-005,0.0035356
167.43,201.21,-2.7252,565.57,24.055,201.27,-2.7283,565.51,3.1918e-006,2.0988e+007,2.0982e+007,149.22,149.22,9.5516e-005,0.03339,0.033391,1,0.0021731,0.0007556,-1e-005,0.0035356
166.48,199.03,-2.7344,566.01,23.989,199.09,-2.7378,565.95,3.1712e-006,2.0926e+007,2.092e+007,148.73,148.73,9.5175e-005,0.033295,0.033296,1,0.0021789,0.00074974,-1e-005,0.0035356
165.53,196.85,-2.7434,566.45,23.922,196.91,-2.747,566.38,3.1505e-006,2.0863e+007,2.0857e+007,148.24,148.25,9.4833e-005,0.0332,0.033201,1,0.0021848,0.00074388,-1e-005,0.0035356
164.68,194.79,-2.77,566.76,23.861,194.85,-2.7736,566.7,3.1279e-006,2.0804e+007,2.0798e+007,147.69,147.69,9.4392e-005,0.033114,0.033115,1,0.0021906,0.00073802,-1e-005,0.0035356
163.86,192.78,-2.8025,567.04,23.803,192.84,-2.8061,566.98,3.1046e-006,2.0746e+007,2.074e+007,147.11,147.12,9.3919e-005,0.03303,0.033031,1,0.0021965,0.00073217,-1e-005,0.0035356
163.04,190.77,-2.8352,567.32,23.744,190.83,-2.8387,567.26,3.0813e-006,2.0688e+007,2.0682e+007,146.53,146.54,9.3446e-005,0.032946,0.032948,1,0.0022024,0.00072631,-1e-005,0.0035356
162.22,188.76,-2.8679,567.59,23.685,188.81,-2.8714,567.54,3.0579e-006,2.063e+007,2.0624e+007,145.96,145.97,9.2973e-005,0.032862,0.032865,1,0.0022082,0.00072045,-1e-005,0.0035356
161.4,186.75,-2.9008,567.87,23.626,186.8,-2.9042,567.83,3.0346e-006,2.0573e+007,2.0567e+007,145.38,145.4,9.2499e-005,0.032779,0.032782,1,0.0022141,0.00071459,-1e-005,0.0035356
160.58,184.74,-2.9338,568.15,23.567,184.78,-2.937,568.11,3.0113e-006,2.0515e+007,2.0509e+007,144.8,144.82,9.2026e-005,0.032695,0.032698,1,0.0022199,0.00070874,-1e-005,0.0035356
159.77,182.73,-2.9668,568.43,23.508,182.77,-2.97,568.39,2.9879e-006,2.0457e+007,2.0451e+007,144.23,144.25,9.1552e-005,0.032611,0.032615,1,0.0022258,0.00070288,-1e-005,0.0035356
158.95,180.71,-3,568.71,23.449,180.75,-3.0031,568.67,2.9645e-006,2.0399e+007,2.0394e+007,143.65,143.67,9.1078e-005,0.032527,0.032531,1,0.0022316,0.00069702,-1e-005,0.0035356
158.15,178.71,-3.0229,569.07,23.393,178.75,-3.0259,569.04,2.9409e-006,2.0333e+007,2.0327e+007,143.03,143.05,9.0588e-005,0.032443,0.032448,1,0.0022375,0.00069117,-1e-005,0.0035356
157.43,176.74,-3.0242,569.63,23.345,176.77,-3.0269,569.61,2.9167e-006,2.0248e+007,2.0242e+007,142.32,142.34,9.0065e-005,0.03236,0.032364,1,0.0022434,0.00068531,-1e-005,0.0035356
156.7,174.77,-3.0256,570.19,23.297,174.79,-3.0281,570.17,2.8925e-006,2.0163e+007,2.0158e+007,141.6,141.63,8.9541e-005,0.032276,0.032281,1,0.0022492,0.00067945,-1e-005,0.0035356
155.97,172.79,-3.0272,570.75,23.249,172.81,-3.0296,570.73,2.8683e-006,2.0078e+007,2.0073e+007,140.89,140.92,8.9018e-005,0.032193,0.032198,1,0.0022551,0.00067359,-1e-005,0.0035356
155.24,170.82,-3.029,571.3,23.201,170.84,-3.0311,571.29,2.8441e-006,1.9992e+007,1.9988e+007,140.18,140.2,8.8494e-005,0.032109,0.032114,1,0.0022609,0.00066774,-1e-005,0.0035356
154.52,168.84,-3.031,571.86,23.153,168.86,-3.0329,571.85,2.8199e-006,1.9907e+007,1.9903e+007,139.47,139.49,8.7971e-005,0.032026,0.032031,1,0.0022668,0.00066188,-1e-005,0.0035356
153.79,166.87,-3.0332,572.42,23.104,166.88,-3.0349,572.42,2.7957e-006,1.9822e+007,1.9818e+007,138.75,138.78,8.7447e-005,0.031942,0.031947,1,0.0022726,0.00065602,-1e-005,0.0035356
153.06,164.89,-3.0356,572.97,23.056,164.9,-3.0371,572.98,2.7715e-006,1.9737e+007,1.9733e+007,138.04,138.06,8.6924e-005,0.031859,0.031864,1,0.0022785,0.00065016,-1e-005,0.0035356
152.33,162.92,-3.0382,573.53,23.008,162.92,-3.0394,573.54,2.7473e-006,1.9651e+007,1.9648e+007,137.33,137.35,8.64e-005,0.031775,0.03178,1,0.0022844,0.00064431,-1e-005,0.0035356
151.72,160.98,-3.0263,574.26,22.977,160.98,-3.0275,574.27,2.7242e-006,1.9544e+007,1.9541e+007,136.55,136.57,8.5898e-005,0.031689,0.031694,1,0.0022902,0.00063845,-1e-005,0.0035356
151.12,159.04,-3.0126,575.01,22.947,159.04,-3.0138,575.02,2.7013e-006,1.9434e+007,1.9431e+007,135.77,135.79,8.5398e-005,0.031603,0.031608,1,0.0022961,0.00063259,-1e-005,0.0035356
150.51,157.1,-2.9989,575.76,22.918,157.1,-3.0001,575.78,2.6784e-006,1.9324e+007,1.9321e+007,134.99,135.01,8.4898e-005,0.031518,0.031521,1,0.0023019,0.00062673,-1e-005,0.0035356
149.91,155.16,-2.9853,576.52,22.889,155.16,-2.9864,576.53,2.6555e-006,1.9213e+007,1.9211e+007,134.21,134.22,8.4398e-005,0.031432,0.031435,1,0.0023078,0.00062088,-1e-005,0.0035356
149.31,153.22,-2.9716,577.27,22.859,153.23,-2.9727,577.28,2.6326e-006,1.9103e+007,1.9101e+007,133.42,133.44,8.3899e-005,0.031346,0.031349,1,0.0023136,0.00061502,-1e-005,0.0035356
148.71,151.28,-2.9579,578.02,22.83,151.29,-2.959,578.03,2.6097e-006,1.8993e+007,1.899e+007,132.64,132.66,8.3399e-005,0.03126,0.031262,1,0.0023195,0.00060916,-1e-005,0.0035356
148.11,149.35,-2.9442,578.77,22.801,149.35,-2.9452,578.78,2.5869e-006,1.8882e+007,1.888e+007,131.86,131.87,8.29e-005,0.031174,0.031176,1,0.0023254,0.00060331,-1e-005,0.0035356
147.51,147.41,-2.9304,579.52,22.771,147.41,-2.9315,579.53,2.564e-006,1.8772e+007,1.877e+007,131.08,131.09,8.2401e-005,0.031088,0.03109,1,0.0023312,0.00059745,-1e-005,0.0035356
146.9,145.44,-2.9166,580.25,22.745,145.45,-2.9176,580.26,2.5411e-006,1.8664e+007,1.8662e+007,130.31,130.32,8.1906e-005,0.030996,0.030997,1,0.0023371,0.00059159,-1e-005,0.0035356
146.29,143.45,-2.9027,580.97,22.723,143.46,-2.9035,580.98,2.5182e-006,1.8559e+007,1.8558e+007,129.55,129.56,8.1416e-005,0.030897,0.030897,1,0.0023429,0.00058573,-1e-005,0.0035356
145.68,141.46,-2.8889,581.68,22.7,141.46,-2.8894,581.69,2.4952e-006,1.8455e+007,1.8453e+007,128.8,128.8,8.0926e-005,0.030797,0.030798,1,0.0023488,0.00057988,-1e-005,0.0035356
145.07,139.46,-2.8751,582.4,22.677,139.47,-2.8753,582.4,2.4723e-006,1.835e+007,1.8348e+007,128.05,128.05,8.0436e-005,0.030698,0.030698,1,0.0023546,0.00057402,-1e-005,0.0035356
144.45,137.47,-2.8614,583.11,22.655,137.48,-2.8614,583.11,2.4494e-006,1.8246e+007,1.8243e+007,127.29,127.29,7.9946e-005,0.030599,0.030598,1,0.0023605,0.00056816,-1e-005,0.0035356
143.84,135.48,-2.8477,583.83,22.632,135.49,-2.8475,583.82,2.4265e-006,1.8141e+007,1.8139e+007,126.54,126.54,7.9456e-005,0.030499,0.030499,1,0.0023664,0.0005623,-1e-005,0.0035356
143.23,133.48,-2.834,584.54,22.61,133.5,-2.8336,584.53,2.4036e-006,1.8036e+007,1.8034e+007,125.78,125.78,7.8966e-005,0.0304,0.030399,1,0.0023722,0.00055645,-1e-005,0.0035356
142.62,131.49,-2.8205,585.26,22.587,131.51,-2.8198,585.24,2.3806e-006,1.7932e+007,1.7929e+007,125.03,125.03,7.8477e-005,0.030301,0.0303,1,0.0023781,0.00055059,-1e-005,0.0035356
142,129.49,-2.8077,585.97,22.565,129.51,-2.8068,585.95,2.3577e-006,1.7827e+007,1.7825e+007,124.27,124.27,7.7986e-005,0.030201,0.030199,1,0.0023839,0.00054473,-1e-005,0.0035356
141.27,127.4,-2.8155,586.57,22.538,127.42,-2.8148,586.55,2.3326e-006,1.7732e+007,1.773e+007,123.51,123.51,7.7451e-005,0.030079,0.030077,1,0.0023898,0.00053887,-1e-005,0.0035356
140.54,125.31,-2.8235,587.18,22.512,125.33,-2.823,587.16,2.3075e-006,1.7637e+007,1.7635e+007,122.76,122.76,7.6917e-005,0.029956,0.029955,1,0.0023956,0.00053302,-1e-005,0.0035356
139.8,123.21,-2.8317,587.78,22.486,123.23,-2.8312,587.76,2.2824e-006,1.7542e+007,1.754e+007,122,122,7.6382e-005,0.029834,0.029833,1,0.0024015,0.00052716,-1e-005,0.0035356
139.07,121.12,-2.84,588.38,22.46,121.14,-2.8396,588.36,2.2573e-006,1.7447e+007,1.7445e+007,121.24,121.24,7.5847e-005,0.029712,0.029711,1,0.0024074,0.0005213,-1e-005,0.0035356
138.34,119.03,-2.8484,588.99,22.433,119.05,-2.8481,588.97,2.2322e-006,1.7352e+007,1.735e+007,120.48,120.48,7.5313e-005,0.02959,0.029589,1,0.0024132,0.00051545,-1e-005,0.0035356
137.6,116.93,-2.8569,589.59,22.407,116.95,-2.8568,589.57,2.2071e-006,1.7257e+007,1.7255e+007,119.73,119.73,7.4778e-005,0.029468,0.029467,1,0.0024191,0.00050959,-1e-005,0.0035356
136.87,114.84,-2.8656,590.19,22.381,114.86,-2.8656,590.17,2.182e-006,1.7162e+007,1.716e+007,118.97,118.97,7.4243e-005,0.029346,0.029345,1,0.0024249,0.00050373,-1e-005,0.0035356
136.14,112.74,-2.8745,590.79,22.354,112.77,-2.8746,590.77,2.1569e-006,1.7067e+007,1.7065e+007,118.21,118.21,7.3708e-005,0.029224,0.029223,1,0.0024308,0.00049787,-1e-005,0.0035356
135.34,110.66,-2.8971,591.25,22.326,110.69,-2.8977,591.23,2.1316e-006,1.6972e+007,1.697e+007,117.45,117.46,7.3175e-005,0.02909,0.029089,1,0.0024367,0.00049202,-1e-005,0.0035356
134.51,108.58,-2.9285,591.62,22.296,108.61,-2.93,591.6,2.1063e-006,1.6877e+007,1.6876e+007,116.7,116.7,7.2642e-005,0.028949,0.028948,1,0.0024425,0.00048616,-1e-005,0.0035356
133.68,106.51,-2.96,591.99,22.266,106.53,-2.9623,591.97,2.081e-006,1.6782e+007,1.6781e+007,115.94,115.95,7.211e-005,0.028807,0.028807,1,0.0024484,0.0004803,-1e-005,0.0035356
132.85,104.43,-2.9914,592.35,22.237,104.45,-2.9946,592.34,2.0556e-006,1.6688e+007,1.6687e+007,115.19,115.19,7.1578e-005,0.028665,0.028665,1,0.0024542,0.00047444,-1e-005,0.0035356
132.01,102.35,-3.0228,592.72,22.207,102.37,-3.0268,592.71,2.0303e-006,1.6593e+007,1.6593e+007,114.43,114.44,7.1045e-005,0.028524,0.028524,1,0.0024601,0.00046859,-1e-005,0.0035356
131.18,100.28,-3.0541,593.08,22.177,100.3,-3.059,593.08,2.005e-006,1.6499e+007,1.6498e+007,113.68,113.69,7.0513e-005,0.028382,0.028382,1,0.0024659,0.00046273,-1e-005,0.0035356
130.35,98.202,-3.0854,593.45,22.147,98.219,-3.0911,593.45,1.9797e-006,1.6404e+007,1.6404e+007,112.93,112.93,6.9981e-005,0.028241,0.028241,1,0.0024718,0.00045687,-1e-005,0.0035356
129.51,96.126,-3.1167,593.81,22.117,96.142,-3.1232,593.82,1.9543e-006,1.631e+007,1.631e+007,112.17,112.18,6.9448e-005,0.028099,0.028099,1,0.0024777,0.00045101,-1e-005,0.0035356
128.67,94.052,-3.1421,594.16,22.087,94.067,-3.1493,594.16,1.9294e-006,1.6217e+007,1.6217e+007,111.43,111.44,6.8927e-005,0.027956,0.027956,1,0.0024835,0.00044516,-1e-005,0.0035356
127.78,91.991,-3.1399,594.41,22.052,92.004,-3.1473,594.41,1.9063e-006,1.613e+007,1.613e+007,110.75,110.76,6.8455e-005,0.027804,0.027804,1,0.0024894,0.0004393,-1e-005,0.0035356
126.89,89.93,-3.1377,594.66,22.018,89.942,-3.1452,594.66,1.8831e-006,1.6043e+007,1.6043e+007,110.07,110.08,6.7984e-005,0.027651,0.027651,1,0.0024952,0.00043344,-1e-005,0.0035356
126,87.87,-3.1354,594.9,21.984,87.879,-3.1431,594.91,1.86e-006,1.5957e+007,1.5957e+007,109.39,109.4,6.7513e-005,0.027499,0.027499,1,0.0025011,0.00042759,-1e-005,0.0035356
125.11,85.809,-3.1331,595.15,21.95,85.817,-3.1409,595.16,1.8369e-006,1.5871e+007,1.587e+007,108.72,108.72,6.7042e-005,0.027347,0.027347,1,0.0025069,0.00042173,-1e-005,0.0035356
124.22,83.748,-3.1307,595.4,21.915,83.754,-3.1386,595.41,1.8138e-006,1.5784e+007,1.5784e+007,108.04,108.05,6.6571e-005,0.027195,0.027195,1,0.0025128,0.00041587,-1e-005,0.0035356
123.32,81.688,-3.1282,595.65,21.881,81.692,-3.1363,595.66,1.7907e-006,1.5698e+007,1.5698e+007,107.36,107.37,6.61e-005,0.027042,0.027042,1,0.0025187,0.00041001,-1e-005,0.0035356
122.43,79.627,-3.1257,595.9,21.846,79.63,-3.1339,595.91,1.7676e-006,1.5612e+007,1.5612e+007,106.68,106.69,6.5629e-005,0.02689,0.02689,1,0.0025245,0.00040416,-1e-005,0.0035356
121.54,77.567,-3.1231,596.15,21.812,77.568,-3.1314,596.17,1.7445e-006,1.5526e+007,1.5526e+007,106.01,106.01,6.5158e-005,0.026738,0.026738,1,0.0025304,0.0003983,-1e-005,0.0035356
120.51,75.312,-3.1104,596.42,21.768,75.313,-3.1185,596.44,1.7224e-006,1.5458e+007,1.5457e+007,105.44,105.45,6.475e-005,0.026561,0.026561,1,0.0025362,0.00039244,-1e-005,0.0035356
119.43,72.991,-3.0944,596.7,21.722,72.991,-3.102,596.72,1.7006e-006,1.5396e+007,1.5395e+007,104.92,104.92,6.4364e-005,0.026377,0.026377,1,0.0025421,0.00038658,-1e-005,0.0035356
118.34,70.668,-3.0786,596.98,21.675,70.669,-3.0857,597,1.6789e-006,1.5334e+007,1.5333e+007,104.39,104.4,6.3978e-005,0.026192,0.026192,1,0.0025479,0.00038073,-1e-005,0.0035356
117.26,68.345,-3.0629,597.26,21.629,68.345,-3.0696,597.28,1.6571e-006,1.5273e+007,1.5272e+007,103.87,103.87,6.3592e-005,0.026007,0.026007,1,0.0025538,0.00037487,-1e-005,0.0035356
116.18,66.021,-3.0473,597.55,21.582,66.021,-3.0535,597.56,1.6354e-006,1.5211e+007,1.521e+007,103.34,103.34,6.3206e-005,0.025822,0.025822,1,0.0025597,0.00036901,-1e-005,0.0035356
115.09,63.695,-3.0319,597.83,21.535,63.695,-3.0377,597.84,1.6136e-006,1.515e+007,1.5148e+007,102.82,102.82,6.282e-005,0.025637,0.025637,1,0.0025655,0.00036315,-1e-005,0.0035356
114.01,61.369,-3.0166,598.11,21.488,61.369,-3.0219,598.12,1.5919e-006,1.5088e+007,1.5087e+007,102.29,102.3,6.2435e-005,0.025452,0.025452,1,0.0025714,0.0003573,-1e-005,0.0035356
112.93,59.042,-3.0016,598.39,21.442,59.041,-3.0064,598.4,1.5701e-006,1.5027e+007,1.5025e+007,101.77,101.77,6.2049e-005,0.025267,0.025267,1,0.0025772,0.00035144,-1e-005,0.0035356
111.99,56.973,-2.9933,598.67,21.401,56.973,-2.9979,598.68,1.5517e-006,1.4978e+007,1.4977e+007,101.34,101.34,6.1723e-005,0.025106,0.025106,1,0.0025831,0.00034558,-1e-005,0.0035356
111.37,55.466,-2.9999,598.93,21.374,55.467,-3.0045,598.94,1.5402e-006,1.4957e+007,1.4956e+007,101.1,101.1,6.1522e-005,0.024998,0.024998,1,0.0025889,0.00033973,-1e-005,0.0035356
110.75,53.959,-3.0066,599.2,21.347,53.96,-3.0114,599.2,1.5287e-006,1.4936e+007,1.4935e+007,100.87,100.86,6.1322e-005,0.024889,0.024889,1,0.0025948,0.00033387,-1e-005,0.0035356
110.13,52.452,-3.0137,599.46,21.319,52.453,-3.0185,599.46,1.5173e-006,1.4915e+007,1.4914e+007,100.63,100.63,6.1122e-005,0.02478,0.02478,1,0.0026007,0.00032801,-1e-005,0.0035356
109.51,50.944,-3.0209,599.72,21.292,50.945,-3.0259,599.72,1.5058e-006,1.4894e+007,1.4893e+007,100.39,100.39,6.0922e-005,0.024671,0.02467,1,0.0026065,0.00032215,-1e-005,0.0035356
108.88,49.436,-3.0285,599.98,21.265,49.437,-3.0335,599.98,1.4943e-006,1.4873e+007,1.4872e+007,100.16,100.16,6.0723e-005,0.024561,0.024561,1,0.0026124,0.0003163,-1e-005,0.0035356
108.25,47.927,-3.0363,600.24,21.237,47.929,-3.0415,600.24,1.4828e-006,1.4852e+007,1.4851e+007,99.923,99.922,6.0524e-005,0.024451,0.024451,1,0.0026182,0.00031044,-1e-005,0.0035356
107.62,46.418,-3.0445,600.5,21.209,46.42,-3.0497,600.5,1.4712e-006,1.4831e+007,1.483e+007,99.689,99.688,6.0325e-005,0.024341,0.02434,1,0.0026241,0.00030458,-1e-005,0.0035356
106.99,44.909,-3.0529,600.76,21.181,44.911,-3.0583,600.75,1.4597e-006,1.4811e+007,1.481e+007,99.456,99.454,6.0127e-005,0.02423,0.02423,1,0.0026299,0.00029872,-1e-005,0.0035356
106.36,43.399,-3.0617,601.01,21.154,43.401,-3.0672,601,1.4482e-006,1.479e+007,1.4789e+007,99.223,99.221,5.9929e-005,0.024119,0.024118,1,0.0026358,0.00029287,-1e-005,0.0035356
105.72,41.888,-3.0709,601.27,21.126,41.891,-3.0765,601.26,1.4366e-006,1.4769e+007,1.4769e+007,98.991,98.988,5.9731e-005,0.024008,0.024007,1,0.0026417,0.00028701,-1e-005,0.0035356
105.08,40.377,-3.0804,601.52,21.097,40.38,-3.0861,601.51,1.425e-006,1.4749e+007,1.4748e+007,98.759,98.756,5.9534e-005,0.023896,0.023895,1,0.0026475,0.00028115,-1e-005,0.0035356
104.44,38.865,-3.0903,601.77,21.069,38.868,-3.0961,601.76,1.4135e-006,1.4729e+007,1.4728e+007,98.528,98.525,5.9337e-005,0.023784,0.023783,1,0.0026534,0.00027529,-1e-005,0.0035356
103.8,37.352,-3.1006,602.02,21.041,37.356,-3.1066,602,1.4019e-006,1.4708e+007,1.4708e+007,98.298,98.295,5.9141e-005,0.023671,0.02367,1,0.0026592,0.00026944,-1e-005,0.0035356
102.98,35.367,-3.0832,602.35,21.004,35.37,-3.0894,602.34,1.3872e-006,1.4687e+007,1.4687e+007,98.022,98.019,5.8893e-005,0.023526,0.023525,1,0.0026651,0.00026358,-1e-005,0.0035356
101.04,30.389,-2.8889,603.25,20.919,30.388,-2.8961,603.23,1.3533e-006,1.466e+007,1.4661e+007,97.455,97.452,5.832e-005,0.023178,0.023176,1,0.0026709,0.00025772,-1e-005,0.0035356
99.108,25.411,-2.6976,604.14,20.834,25.406,-2.7057,604.12,1.3195e-006,1.4633e+007,1.4634e+007,96.887,96.883,5.7746e-005,0.02283,0.022828,1,0.0026768,0.00025187,-1e-005,0.0035356
97.593,21.877,-2.5923,604.65,20.764,21.87,-2.6007,604.62,1.2971e-006,1.464e+007,1.4641e+007,96.675,96.671,5.7466e-005,0.022559,0.022557,1,0.0026827,0.00024601,-1e-005,0.0035356
96.503,19.827,-2.573,604.75,20.709,19.818,-2.5812,604.73,1.2864e-006,1.4681e+007,1.4682e+007,96.83,96.827,5.7488e-005,0.022365,0.022364,1,0.0026885,0.00024015,-1e-005,0.0035356
95.412,17.779,-2.5538,604.85,20.655,17.768,-2.5618,604.83,1.2757e-006,1.4723e+007,1.4723e+007,96.985,96.982,5.751e-005,0.022172,0.022171,1,0.0026944,0.00023429,-1e-005,0.0035356
94.298,15.641,-2.5463,605.02,20.594,15.63,-2.554,605,1.2674e-006,1.4775e+007,1.4775e+007,97.268,97.266,5.7644e-005,0.021977,0.021977,1,0.0027002,0.00022844,-1e-005,0.0035356
93.178,13.488,-2.5405,605.21,20.531,13.477,-2.5478,605.19,1.2594e-006,1.4828e+007,1.4829e+007,97.574,97.572,5.7797e-005,0.021783,0.021783,1,0.0027061,0.00022258,-1e-005,0.0035356
92.085,11.296,-2.5344,605.41,20.47,11.285,-2.5415,605.39,1.252e-006,1.488e+007,1.488e+007,97.882,97.881,5.7959e-005,0.021592,0.021592,1,0.0027119,0.00021672,-1e-005,0.0035356
91.093,8.9508,-2.5283,605.64,20.414,8.9401,-2.5353,605.62,1.2461e-006,1.4925e+007,1.4925e+007,98.197,98.196,5.8159e-005,0.021418,0.021418,1,0.0027178,0.00021086,-1e-005,0.0035356
90.101,6.606,-2.522,605.87,20.358,6.5952,-2.529,605.85,1.2402e-006,1.4969e+007,1.4969e+007,98.512,98.511,5.8359e-005,0.021244,0.021244,1,0.0027237,0.00020501,-1e-005,0.0035356
89.071,4.4219,-2.5101,606.02,20.299,4.4112,-2.5171,606,1.2347e-006,1.5028e+007,1.5028e+007,98.913,98.913,5.8605e-005,0.021061,0.021062,1,0.0027295,0.00019915,-1e-005,0.0035356
88.011,2.3677,-2.4938,606.09,20.239,2.357,-2.5007,606.07,1.2295e-006,1.5099e+007,1.5098e+007,99.385,99.384,5.8889e-005,0.020873,0.020873,1,0.0027354,0.00019329,-1e-005,0.0035356
86.95,0.31376,-2.4775,606.16,20.178,0.30323,-2.4844,606.14,1.2243e-006,1.5169e+007,1.5169e+007,99.856,99.856,5.9173e-005,0.020684,0.020684,1,0.0027412,0.00018743,-1e-005,0.0035356
85.863,-1.981,-2.4741,606.33,20.112,-1.9908,-2.4809,606.31,1.22e-006,1.5245e+007,1.5245e+007,100.4,100.4,5.952e-005,0.020492,0.020492,1,0.0027471,0.00018158,-1e-005,0.0035356
84.773,-4.3012,-2.4719,606.51,20.045,-4.3102,-2.4786,606.49,1.2157e-006,1.5322e+007,1.5322e+007,100.95,100.95,5.9875e-005,0.020299,0.020299,1,0.0027529,0.00017572,-1e-005,0.0035356
