"p","U:0","U:1","U:2","T","U_0:0","U_0:1","U_0:2","alphat","epsilon","epsilon_0","k","k_0","nut","rho","rho_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
606.2,285.27,-0.063851,427.19,78.631,285.23,-0.083764,427.16,2.1039e-005,4.3032e+008,4.3055e+008,1639.4,1639.7,0.00056284,0.037879,0.037868,1,0.0012828,0.0016459,-1e-005,0.0035356
596.5,288.09,-0.21648,430.72,76.391,288.05,-0.23626,430.69,2.0932e-005,4.1863e+008,4.1886e+008,1602.2,1602.4,0.00055269,0.038404,0.038392,1,0.0012886,0.0016401,-1e-005,0.0035356
586.81,290.91,-0.36902,434.24,74.152,290.86,-0.38867,434.22,2.0825e-005,4.0694e+008,4.0716e+008,1565,1565.2,0.00054254,0.038928,0.038916,1,0.0012945,0.0016342,-1e-005,0.0035356
577.11,293.73,-0.52146,437.77,71.913,293.68,-0.54099,437.75,2.0718e-005,3.9526e+008,3.9547e+008,1527.7,1528,0.00053239,0.039453,0.03944,1,0.0013003,0.0016283,-1e-005,0.0035356
567.42,296.54,-0.67382,441.3,69.674,296.5,-0.69322,441.28,2.0611e-005,3.8357e+008,3.8377e+008,1490.5,1490.8,0.00052223,0.039978,0.039964,1,0.0013062,0.0016225,-1e-005,0.0035356
557.72,299.36,-0.82608,444.83,67.436,299.31,-0.84536,444.81,2.0503e-005,3.7188e+008,3.7208e+008,1453.3,1453.6,0.00051208,0.040502,0.040488,1,0.001312,0.0016166,-1e-005,0.0035356
548.02,302.18,-0.97825,448.35,65.197,302.13,-0.9974,448.34,2.0396e-005,3.6019e+008,3.6039e+008,1416.1,1416.4,0.00050193,0.041027,0.041012,1,0.0013179,0.0016108,-1e-005,0.0035356
538.33,305,-1.1303,451.88,62.958,304.95,-1.1494,451.87,2.0289e-005,3.485e+008,3.4869e+008,1378.9,1379.2,0.00049178,0.041551,0.041535,1,0.0013238,0.0016049,-1e-005,0.0035356
528.58,307.49,-1.2609,454.56,61.109,307.44,-1.2795,454.54,2.0103e-005,3.3776e+008,3.3794e+008,1344.1,1344.4,0.00048218,0.04195,0.041934,1,0.0013296,0.0015991,-1e-005,0.0035356
518.78,309.7,-1.372,456.47,59.611,309.65,-1.39,456.46,1.9846e-005,3.2786e+008,3.2803e+008,1311.5,1311.7,0.00047308,0.042235,0.042219,1,0.0013355,0.0015932,-1e-005,0.0035356
508.98,311.9,-1.483,458.38,58.113,311.85,-1.5003,458.37,1.9588e-005,3.1796e+008,3.1812e+008,1278.8,1279.1,0.00046398,0.04252,0.042505,1,0.0013413,0.0015873,-1e-005,0.0035356
499.19,314.1,-1.5938,460.29,56.616,314.06,-1.6105,460.28,1.9331e-005,3.0806e+008,3.0822e+008,1246.2,1246.5,0.00045488,0.042805,0.04279,1,0.0013472,0.0015815,-1e-005,0.0035356
489.39,316.31,-1.7046,462.2,55.118,316.26,-1.7206,462.19,1.9074e-005,2.9816e+008,2.9831e+008,1213.6,1213.9,0.00044578,0.04309,0.043075,1,0.001353,0.0015756,-1e-005,0.0035356
479.6,318.51,-1.8152,464.11,53.621,318.47,-1.8306,464.1,1.8817e-005,2.8827e+008,2.884e+008,1181,1181.3,0.00043668,0.043375,0.043361,1,0.0013589,0.0015698,-1e-005,0.0035356
469.8,320.72,-1.9258,466.02,52.123,320.67,-1.9405,466.01,1.856e-005,2.7837e+008,2.785e+008,1148.4,1148.7,0.00042758,0.04366,0.043646,1,0.0013648,0.0015639,-1e-005,0.0035356
460.01,322.92,-2.0362,467.93,50.626,322.88,-2.0502,467.92,1.8303e-005,2.6847e+008,2.6859e+008,1115.8,1116,0.00041848,0.043945,0.043931,1,0.0013706,0.0015581,-1e-005,0.0035356
450.22,325.12,-2.1464,469.84,49.129,325.08,-2.1598,469.83,1.8046e-005,2.5858e+008,2.5869e+008,1083.1,1083.4,0.00040939,0.04423,0.044217,1,0.0013765,0.0015522,-1e-005,0.0035356
440.42,327.33,-2.2566,471.75,47.632,327.28,-2.2694,471.74,1.7789e-005,2.4868e+008,2.4878e+008,1050.5,1050.8,0.00040029,0.044515,0.044502,1,0.0013823,0.0015463,-1e-005,0.0035356
433.39,328.72,-2.2775,472.94,46.683,328.68,-2.2901,472.92,1.752e-005,2.4085e+008,2.4095e+008,1024,1024.2,0.00039276,0.044677,0.044664,1,0.0013882,0.0015405,-1e-005,0.0035356
427.11,329.89,-2.274,473.92,45.885,329.85,-2.2865,473.91,1.7249e-005,2.3359e+008,2.3368e+008,999.07,999.32,0.00038567,0.044805,0.044792,1,0.001394,0.0015346,-1e-005,0.0035356
420.84,331.06,-2.2704,474.91,45.086,331.02,-2.2829,474.89,1.6977e-005,2.2632e+008,2.2641e+008,974.17,974.41,0.00037858,0.044933,0.044921,1,0.0013999,0.0015288,-1e-005,0.0035356
414.56,332.23,-2.2668,475.9,44.288,332.19,-2.2792,475.87,1.6706e-005,2.1906e+008,2.1914e+008,949.27,949.51,0.00037149,0.045061,0.045049,1,0.0014058,0.0015229,-1e-005,0.0035356
408.29,333.4,-2.2632,476.88,43.49,333.36,-2.2756,476.86,1.6435e-005,2.118e+008,2.1188e+008,924.37,924.6,0.0003644,0.045189,0.045178,1,0.0014116,0.001517,-1e-005,0.0035356
402.02,334.56,-2.2596,477.87,42.692,334.53,-2.2719,477.84,1.6163e-005,2.0454e+008,2.0461e+008,899.48,899.7,0.00035731,0.045317,0.045306,1,0.0014175,0.0015112,-1e-005,0.0035356
395.74,335.73,-2.2559,478.85,41.894,335.7,-2.2682,478.82,1.5892e-005,1.9728e+008,1.9735e+008,874.59,874.8,0.00035022,0.045445,0.045435,1,0.0014233,0.0015053,-1e-005,0.0035356
389.47,336.9,-2.2523,479.84,41.096,336.87,-2.2646,479.81,1.5621e-005,1.9002e+008,1.9008e+008,849.7,849.9,0.00034314,0.045573,0.045563,1,0.0014292,0.0014995,-1e-005,0.0035356
383.2,338.06,-2.2487,480.82,40.298,338.04,-2.2609,480.79,1.5349e-005,1.8276e+008,1.8282e+008,824.81,825,0.00033605,0.045701,0.045692,1,0.001435,0.0014936,-1e-005,0.0035356
377.12,339.17,-2.2432,481.81,39.52,339.15,-2.2554,481.78,1.5082e-005,1.7561e+008,1.7566e+008,800.26,800.44,0.00032905,0.045831,0.045823,1,0.0014409,0.0014878,-1e-005,0.0035356
375.41,338.77,-2.1968,482.81,39.199,338.75,-2.2092,482.78,1.4907e-005,1.7094e+008,1.7099e+008,783.54,783.7,0.00032416,0.04601,0.046002,1,0.0014468,0.0014819,-1e-005,0.0035356
373.7,338.37,-2.1505,483.81,38.878,338.35,-2.1629,483.78,1.4732e-005,1.6627e+008,1.6632e+008,766.81,766.97,0.00031927,0.046189,0.046181,1,0.0014526,0.001476,-1e-005,0.0035356
371.98,337.98,-2.1041,484.81,38.558,337.96,-2.1167,484.78,1.4557e-005,1.616e+008,1.6165e+008,750.09,750.24,0.00031438,0.046368,0.04636,1,0.0014585,0.0014702,-1e-005,0.0035356
370.27,337.58,-2.0578,485.81,38.237,337.56,-2.0706,485.78,1.4382e-005,1.5694e+008,1.5699e+008,733.37,733.51,0.00030949,0.046547,0.046539,1,0.0014643,0.0014643,-1e-005,0.0035356
368.56,337.18,-2.0115,486.81,37.916,337.16,-2.0244,486.78,1.4207e-005,1.5227e+008,1.5232e+008,716.65,716.78,0.00030461,0.046726,0.046719,1,0.0014702,0.0014585,-1e-005,0.0035356
366.85,336.79,-1.9652,487.8,37.596,336.76,-1.9783,487.78,1.4033e-005,1.476e+008,1.4765e+008,699.93,700.06,0.00029972,0.046905,0.046898,1,0.001476,0.0014526,-1e-005,0.0035356
365.14,336.39,-1.919,488.8,37.275,336.36,-1.9322,488.78,1.3858e-005,1.4294e+008,1.4299e+008,683.22,683.33,0.00029483,0.047084,0.047077,1,0.0014819,0.0014468,-1e-005,0.0035356
363.43,335.99,-1.8728,489.8,36.955,335.96,-1.8861,489.78,1.3683e-005,1.3827e+008,1.3832e+008,666.51,666.61,0.00028994,0.047263,0.047256,1,0.0014878,0.0014409,-1e-005,0.0035356
361.72,335.6,-1.8266,490.8,36.635,335.56,-1.8401,490.78,1.3508e-005,1.3361e+008,1.3365e+008,649.79,649.89,0.00028506,0.047442,0.047436,1,0.0014936,0.001435,-1e-005,0.0035356
360.75,335.02,-1.7982,491.75,36.379,334.98,-1.8117,491.73,1.3356e-005,1.2954e+008,1.2958e+008,634.96,635.05,0.00028062,0.047639,0.047633,1,0.0014995,0.0014292,-1e-005,0.0035356
361.51,334,-1.8119,492.57,36.275,333.97,-1.8253,492.56,1.3257e-005,1.2687e+008,1.2691e+008,624.58,624.66,0.00027726,0.047879,0.047874,1,0.0015053,0.0014233,-1e-005,0.0035356
362.27,332.99,-1.8256,493.39,36.171,332.95,-1.8387,493.38,1.3158e-005,1.242e+008,1.2424e+008,614.2,614.28,0.0002739,0.048119,0.048115,1,0.0015112,0.0014175,-1e-005,0.0035356
363.03,331.98,-1.8392,494.21,36.068,331.94,-1.8521,494.21,1.3059e-005,1.2153e+008,1.2157e+008,603.83,603.89,0.00027054,0.04836,0.048356,1,0.001517,0.0014116,-1e-005,0.0035356
363.79,330.97,-1.8527,495.03,35.964,330.92,-1.8655,495.03,1.2961e-005,1.1886e+008,1.189e+008,593.45,593.51,0.00026718,0.0486,0.048596,1,0.0015229,0.0014058,-1e-005,0.0035356
364.56,329.96,-1.8661,495.85,35.861,329.91,-1.8787,495.86,1.2862e-005,1.162e+008,1.1623e+008,583.08,583.13,0.00026383,0.04884,0.048837,1,0.0015288,0.0013999,-1e-005,0.0035356
365.32,328.95,-1.8795,496.67,35.757,328.89,-1.8919,496.68,1.2763e-005,1.1353e+008,1.1356e+008,572.7,572.75,0.00026047,0.04908,0.049077,1,0.0015346,0.001394,-1e-005,0.0035356
366.08,327.94,-1.8928,497.49,35.654,327.88,-1.9051,497.51,1.2664e-005,1.1086e+008,1.1089e+008,562.33,562.37,0.00025711,0.04932,0.049318,1,0.0015405,0.0013882,-1e-005,0.0035356
366.84,326.92,-1.9061,498.31,35.55,326.86,-1.9181,498.33,1.2565e-005,1.082e+008,1.0823e+008,551.96,552,0.00025375,0.04956,0.049558,1,0.0015463,0.0013823,-1e-005,0.0035356
367.59,325.91,-1.9192,499.13,35.446,325.85,-1.9311,499.15,1.2466e-005,1.0553e+008,1.0556e+008,541.59,541.62,0.00025039,0.0498,0.049799,1,0.0015522,0.0013765,-1e-005,0.0035356
367.18,324.91,-1.9379,500.04,35.318,324.85,-1.9496,500.07,1.2353e-005,1.035e+008,1.0353e+008,533.22,533.25,0.00024742,0.049917,0.049916,1,0.0015581,0.0013706,-1e-005,0.0035356
365.79,323.92,-1.961,501.03,35.169,323.86,-1.9726,501.06,1.2228e-005,1.02e+008,1.0202e+008,526.49,526.51,0.00024478,0.049932,0.049932,1,0.0015639,0.0013648,-1e-005,0.0035356
364.41,322.93,-1.984,502.02,35.02,322.87,-1.9955,502.05,1.2102e-005,1.0049e+008,1.0051e+008,519.77,519.78,0.00024213,0.049947,0.049949,1,0.0015698,0.0013589,-1e-005,0.0035356
363.02,321.94,-2.0069,503.02,34.87,321.88,-2.0183,503.04,1.1977e-005,9.8988e+007,9.9007e+007,513.04,513.05,0.00023948,0.049963,0.049965,1,0.0015756,0.001353,-1e-005,0.0035356
361.63,320.95,-2.0296,504.01,34.721,320.89,-2.041,504.03,1.1851e-005,9.7483e+007,9.75e+007,506.31,506.32,0.00023683,0.049978,0.049981,1,0.0015815,0.0013472,-1e-005,0.0035356
360.24,319.96,-2.0523,505,34.572,319.9,-2.0636,505.02,1.1726e-005,9.5979e+007,9.5994e+007,499.58,499.59,0.00023419,0.049992,0.049997,1,0.0015873,0.0013413,-1e-005,0.0035356
358.85,318.97,-2.0748,505.99,34.422,318.91,-2.086,506.01,1.16e-005,9.4475e+007,9.4488e+007,492.86,492.86,0.00023154,0.050007,0.050013,1,0.0015932,0.0013355,-1e-005,0.0035356
357.46,317.98,-2.0973,506.98,34.273,317.92,-2.1084,507.01,1.1474e-005,9.2971e+007,9.2982e+007,486.14,486.13,0.0002289,0.050022,0.050028,1,0.0015991,0.0013296,-1e-005,0.0035356
356.06,316.99,-2.1196,507.98,34.124,316.93,-2.1306,508,1.1349e-005,9.1467e+007,9.1476e+007,479.41,479.41,0.00022625,0.050036,0.050044,1,0.0016049,0.0013238,-1e-005,0.0035356
354.67,315.99,-2.1417,508.97,33.974,315.94,-2.1527,508.99,1.1223e-005,8.9964e+007,8.997e+007,472.69,472.68,0.0002236,0.050051,0.050059,1,0.0016108,0.0013179,-1e-005,0.0035356
351.07,314.83,-2.1173,510.42,33.754,314.78,-2.1283,510.44,1.1065e-005,8.8874e+007,8.8878e+007,467.31,467.3,0.00022122,0.049849,0.049859,1,0.0016166,0.001312,-1e-005,0.0035356
346.92,313.62,-2.0812,511.99,33.516,313.57,-2.0923,512.01,1.0898e-005,8.7888e+007,8.7891e+007,462.27,462.26,0.0002189,0.049594,0.049604,1,0.0016225,0.0013062,-1e-005,0.0035356
342.77,312.41,-2.045,513.56,33.277,312.37,-2.0564,513.57,1.0731e-005,8.6902e+007,8.6903e+007,457.23,457.22,0.00021658,0.049339,0.04935,1,0.0016283,0.0013003,-1e-005,0.0035356
338.62,311.2,-2.0089,515.13,33.039,311.16,-2.0204,515.14,1.0564e-005,8.5916e+007,8.5915e+007,452.18,452.17,0.00021427,0.049083,0.049095,1,0.0016342,0.0012945,-1e-005,0.0035356
334.47,309.99,-1.9728,516.7,32.801,309.95,-1.9844,516.71,1.0397e-005,8.493e+007,8.4928e+007,447.14,447.13,0.00021195,0.048827,0.04884,1,0.0016401,0.0012886,-1e-005,0.0035356
330.32,308.78,-1.9367,518.26,32.563,308.75,-1.9485,518.27,1.023e-005,8.3944e+007,8.394e+007,442.1,442.09,0.00020963,0.048572,0.048585,1,0.0016459,0.0012828,-1e-005,0.0035356
326.17,307.57,-1.9006,519.83,32.325,307.54,-1.9125,519.84,1.0063e-005,8.2959e+007,8.2953e+007,437.06,437.05,0.00020731,0.048316,0.04833,1,0.0016518,0.0012769,-1e-005,0.0035356
322.02,306.36,-1.8645,521.4,32.087,306.33,-1.8765,521.41,9.8959e-006,8.1973e+007,8.1966e+007,432.02,432.01,0.000205,0.04806,0.048075,1,0.0016576,0.001271,-1e-005,0.0035356
317.86,305.15,-1.8284,522.97,31.848,305.13,-1.8406,522.97,9.7289e-006,8.0988e+007,8.0978e+007,426.98,426.97,0.00020268,0.047804,0.04782,1,0.0016635,0.0012652,-1e-005,0.0035356
313.73,303.95,-1.7924,524.52,31.613,303.93,-1.8046,524.52,9.5621e-006,8.0006e+007,7.9995e+007,421.96,421.95,0.00020037,0.047546,0.047562,1,0.0016693,0.0012593,-1e-005,0.0035356
309.91,303.02,-1.7585,525.72,31.428,303.01,-1.7684,525.71,9.3993e-006,7.911e+007,7.9098e+007,417.24,417.23,0.00019813,0.047233,0.047249,1,0.0016752,0.0012535,-1e-005,0.0035356
306.1,302.1,-1.7247,526.91,31.243,302.1,-1.7324,526.9,9.2365e-006,7.8214e+007,7.8201e+007,412.52,412.52,0.0001959,0.04692,0.046937,1,0.0016811,0.0012476,-1e-005,0.0035356
302.29,301.17,-1.6911,528.11,31.058,301.18,-1.6965,528.09,9.0737e-006,7.7318e+007,7.7305e+007,407.81,407.81,0.00019367,0.046607,0.046624,1,0.0016869,0.0012418,-1e-005,0.0035356
298.48,300.25,-1.6578,529.31,30.873,300.26,-1.6608,529.28,8.9109e-006,7.6423e+007,7.6408e+007,403.09,403.09,0.00019144,0.046294,0.046311,1,0.0016928,0.0012359,-1e-005,0.0035356
294.67,299.32,-1.6246,530.5,30.688,299.35,-1.6253,530.47,8.7482e-006,7.5527e+007,7.5511e+007,398.37,398.38,0.0001892,0.045981,0.045999,1,0.0016986,0.00123,-1e-005,0.0035356
290.86,298.4,-1.5915,531.7,30.503,298.43,-1.59,531.66,8.5854e-006,7.4631e+007,7.4614e+007,393.66,393.66,0.00018697,0.045668,0.045686,1,0.0017045,0.0012242,-1e-005,0.0035356
287.04,297.47,-1.5587,532.89,30.319,297.51,-1.5549,532.85,8.4226e-006,7.3735e+007,7.3717e+007,388.94,388.95,0.00018474,0.045355,0.045374,1,0.0017103,0.0012183,-1e-005,0.0035356
283.23,296.54,-1.5261,534.09,30.134,296.6,-1.52,534.04,8.2598e-006,7.2839e+007,7.282e+007,384.22,384.23,0.0001825,0.045042,0.045061,1,0.0017162,0.0012125,-1e-005,0.0035356
279.42,295.62,-1.4937,535.28,29.949,295.68,-1.4853,535.23,8.0971e-006,7.1943e+007,7.1923e+007,379.51,379.52,0.00018027,0.044729,0.044748,1,0.0017221,0.0012066,-1e-005,0.0035356
275.65,294.82,-1.483,536.21,29.772,294.88,-1.4725,536.15,7.9355e-006,7.101e+007,7.099e+007,374.69,374.71,0.00017804,0.044396,0.044416,1,0.0017279,0.0012008,-1e-005,0.0035356
271.96,294.33,-1.5257,536.49,29.614,294.39,-1.5139,536.43,7.777e-006,6.9986e+007,6.9966e+007,369.64,369.66,0.00017582,0.044014,0.044035,1,0.0017338,0.0011949,-1e-005,0.0035356
268.27,293.83,-1.5687,536.78,29.456,293.9,-1.5555,536.71,7.6185e-006,6.8961e+007,6.8942e+007,364.59,364.61,0.00017359,0.043633,0.043654,1,0.0017396,0.001189,-1e-005,0.0035356
264.58,293.34,-1.612,537.06,29.298,293.42,-1.5974,536.99,7.46e-006,6.7937e+007,6.7917e+007,359.53,359.56,0.00017137,0.043251,0.043273,1,0.0017455,0.0011832,-1e-005,0.0035356
260.89,292.85,-1.6556,537.34,29.141,292.93,-1.6395,537.27,7.3015e-006,6.6912e+007,6.6893e+007,354.48,354.51,0.00016914,0.04287,0.042891,1,0.0017513,0.0011773,-1e-005,0.0035356
257.2,292.36,-1.6994,537.61,28.983,292.44,-1.6819,537.54,7.143e-006,6.5888e+007,6.5869e+007,349.43,349.46,0.00016691,0.042488,0.04251,1,0.0017572,0.0011715,-1e-005,0.0035356
253.51,291.87,-1.7435,537.89,28.825,291.95,-1.7247,537.82,6.9845e-006,6.4863e+007,6.4845e+007,344.37,344.41,0.00016469,0.042106,0.042129,1,0.0017631,0.0011656,-1e-005,0.0035356
249.82,291.37,-1.7879,538.17,28.667,291.46,-1.7677,538.1,6.826e-006,6.3839e+007,6.382e+007,339.32,339.35,0.00016246,0.041725,0.041748,1,0.0017689,0.0011598,-1e-005,0.0035356
246.14,290.88,-1.8326,538.45,28.509,290.97,-1.811,538.38,6.6675e-006,6.2814e+007,6.2796e+007,334.27,334.3,0.00016024,0.041343,0.041367,1,0.0017748,0.0011539,-1e-005,0.0035356
242.45,290.39,-1.8777,538.73,28.351,290.48,-1.8546,538.65,6.509e-006,6.1789e+007,6.1772e+007,329.21,329.25,0.00015801,0.040961,0.040985,1,0.0017806,0.001148,-1e-005,0.0035356
238.54,290.1,-1.9202,538.69,28.172,290.19,-1.8968,538.62,6.3589e-006,6.0663e+007,6.0645e+007,324,324.04,0.00015592,0.040548,0.040573,1,0.0017865,0.0011422,-1e-005,0.0035356
234.44,289.98,-1.9606,538.37,27.973,290.07,-1.938,538.3,6.2164e-006,5.9444e+007,5.9427e+007,318.64,318.68,0.00015393,0.040108,0.040132,1,0.0017923,0.0011363,-1e-005,0.0035356
230.34,289.87,-2.0013,538.05,27.774,289.95,-1.9794,537.98,6.0739e-006,5.8225e+007,5.8209e+007,313.27,313.32,0.00015195,0.039667,0.039691,1,0.0017982,0.0011305,-1e-005,0.0035356
226.24,289.75,-2.0422,537.73,27.575,289.83,-2.0211,537.66,5.9315e-006,5.7006e+007,5.6991e+007,307.91,307.96,0.00014997,0.039227,0.039251,1,0.0018041,0.0011246,-1e-005,0.0035356
222.14,289.63,-2.0835,537.41,27.376,289.71,-2.0631,537.35,5.789e-006,5.5788e+007,5.5772e+007,302.55,302.6,0.00014799,0.038787,0.03881,1,0.0018099,0.0011188,-1e-005,0.0035356
218.04,289.52,-2.1251,537.08,27.177,289.59,-2.1054,537.03,5.6466e-006,5.4569e+007,5.4554e+007,297.19,297.24,0.000146,0.038346,0.03837,1,0.0018158,0.0011129,-1e-005,0.0035356
213.94,289.4,-2.167,536.76,26.979,289.47,-2.148,536.71,5.5042e-006,5.335e+007,5.3336e+007,291.83,291.88,0.00014402,0.037906,0.037929,1,0.0018216,0.001107,-1e-005,0.0035356
209.84,289.29,-2.2092,536.44,26.78,289.35,-2.191,536.39,5.3618e-006,5.2132e+007,5.2118e+007,286.47,286.52,0.00014204,0.037466,0.037489,1,0.0018275,0.0011012,-1e-005,0.0035356
205.74,289.17,-2.2517,536.12,26.581,289.23,-2.2342,536.07,5.2195e-006,5.0913e+007,5.09e+007,281.11,281.16,0.00014006,0.037026,0.037049,1,0.0018333,0.0010953,-1e-005,0.0035356
201.65,289.06,-2.2946,535.8,26.382,289.11,-2.2778,535.76,5.0771e-006,4.9695e+007,4.9682e+007,275.75,275.81,0.00013807,0.036586,0.036609,1,0.0018392,0.0010895,-1e-005,0.0035356
198.35,288.6,-2.3064,535.54,26.201,288.65,-2.2896,535.5,4.9662e-006,4.8415e+007,4.8402e+007,270.42,270.48,0.00013636,0.036239,0.036261,1,0.0018451,0.0010836,-1e-005,0.0035356
195.31,288.04,-2.3086,535.31,26.025,288.09,-2.2915,535.27,4.8651e-006,4.7116e+007,4.7103e+007,265.1,265.16,0.00013473,0.035921,0.035942,1,0.0018509,0.0010777,-1e-005,0.0035356
192.27,287.48,-2.3109,535.07,25.849,287.53,-2.2935,535.04,4.7641e-006,4.5818e+007,4.5805e+007,259.78,259.84,0.0001331,0.035603,0.035623,1,0.0018568,0.0010719,-1e-005,0.0035356
189.23,286.92,-2.3135,534.84,25.673,286.97,-2.2958,534.8,4.6631e-006,4.4519e+007,4.4506e+007,254.46,254.52,0.00013147,0.035286,0.035305,1,0.0018626,0.001066,-1e-005,0.0035356
186.19,286.35,-2.3162,534.61,25.497,286.41,-2.2983,534.57,4.5621e-006,4.3221e+007,4.3207e+007,249.14,249.2,0.00012984,0.034968,0.034987,1,0.0018685,0.0010602,-1e-005,0.0035356
183.16,285.79,-2.3192,534.38,25.321,285.85,-2.301,534.34,4.4611e-006,4.1923e+007,4.1909e+007,243.83,243.88,0.00012821,0.034651,0.034668,1,0.0018743,0.0010543,-1e-005,0.0035356
180.12,285.23,-2.3225,534.15,25.146,285.29,-2.304,534.11,4.3601e-006,4.0624e+007,4.061e+007,238.51,238.56,0.00012658,0.034333,0.03435,1,0.0018802,0.0010485,-1e-005,0.0035356
177.09,284.67,-2.3259,533.91,24.97,284.72,-2.3071,533.87,4.2592e-006,3.9326e+007,3.9312e+007,233.19,233.24,0.00012495,0.034016,0.034032,1,0.0018861,0.0010426,-1e-005,0.0035356
174.78,283.81,-2.3316,533.89,24.833,283.88,-2.3127,533.84,4.1776e-006,3.8158e+007,3.8144e+007,228.42,228.47,0.00012354,0.033777,0.033793,1,0.0018919,0.0010367,-1e-005,0.0035356
173.95,282.38,-2.3413,534.28,24.774,282.45,-2.3228,534.23,4.1352e-006,3.7254e+007,3.724e+007,224.76,224.81,0.00012257,0.033698,0.033712,1,0.0018978,0.0010309,-1e-005,0.0035356
173.12,280.94,-2.3512,534.66,24.715,281.02,-2.3329,534.61,4.0928e-006,3.635e+007,3.6336e+007,221.1,221.15,0.0001216,0.033618,0.033632,1,0.0019036,0.001025,-1e-005,0.0035356
172.29,279.51,-2.3611,535.05,24.656,279.59,-2.3432,534.99,4.0504e-006,3.5445e+007,3.5432e+007,217.44,217.49,0.00012064,0.033539,0.033551,1,0.0019095,0.0010192,-1e-005,0.0035356
171.47,278.07,-2.3711,535.44,24.597,278.16,-2.3535,535.38,4.008e-006,3.4542e+007,3.4528e+007,213.78,213.83,0.00011967,0.033459,0.033471,1,0.0019153,0.0010133,-1e-005,0.0035356
170.64,276.64,-2.3812,535.83,24.538,276.73,-2.3639,535.76,3.9656e-006,3.3638e+007,3.3625e+007,210.12,210.17,0.0001187,0.03338,0.033391,1,0.0019212,0.0010075,-1e-005,0.0035356
169.81,275.2,-2.3913,536.23,24.479,275.3,-2.3743,536.15,3.9233e-006,3.2734e+007,3.2721e+007,206.46,206.51,0.00011773,0.0333,0.03331,1,0.0019271,0.0010016,-1e-005,0.0035356
168.98,273.76,-2.4016,536.62,24.421,273.87,-2.3849,536.53,3.8809e-006,3.1831e+007,3.1818e+007,202.8,202.85,0.00011676,0.033221,0.03323,1,0.0019329,0.00099575,-1e-005,0.0035356
168.16,272.33,-2.4119,537.01,24.362,272.44,-2.3955,536.92,3.8386e-006,3.0927e+007,3.0915e+007,199.15,199.19,0.0001158,0.033142,0.03315,1,0.0019388,0.00098989,-1e-005,0.0035356
168.75,270.48,-2.4279,537.91,24.38,270.59,-2.4122,537.82,3.8282e-006,3.0327e+007,3.0315e+007,196.67,196.71,0.00011519,0.033232,0.033239,1,0.0019446,0.00098403,-1e-005,0.0035356
169.49,268.59,-2.4444,538.87,24.406,268.7,-2.4296,538.78,3.8213e-006,2.9759e+007,2.9748e+007,194.33,194.37,0.00011462,0.033341,0.033346,1,0.0019505,0.00097817,-1e-005,0.0035356
170.24,266.7,-2.461,539.83,24.432,266.81,-2.447,539.74,3.8145e-006,2.9192e+007,2.9181e+007,191.99,192.02,0.00011406,0.033451,0.033454,1,0.0019563,0.00097232,-1e-005,0.0035356
170.98,264.82,-2.4776,540.78,24.459,264.92,-2.4644,540.7,3.8076e-006,2.8625e+007,2.8615e+007,189.65,189.68,0.00011349,0.03356,0.033561,1,0.0019622,0.00096646,-1e-005,0.0035356
171.73,262.93,-2.4941,541.74,24.485,263.03,-2.4818,541.66,3.8008e-006,2.8058e+007,2.8048e+007,187.31,187.33,0.00011292,0.033669,0.033669,1,0.0019681,0.0009606,-1e-005,0.0035356
172.48,261.04,-2.5106,542.7,24.512,261.14,-2.4991,542.62,3.794e-006,2.7491e+007,2.7482e+007,184.96,184.99,0.00011235,0.033779,0.033777,1,0.0019739,0.00095475,-1e-005,0.0035356
173.23,259.15,-2.5271,543.66,24.538,259.25,-2.5164,543.58,3.7872e-006,2.6925e+007,2.6916e+007,182.62,182.65,0.00011179,0.033889,0.033885,1,0.0019798,0.00094889,-1e-005,0.0035356
173.98,257.27,-2.5436,544.62,24.565,257.36,-2.5337,544.54,3.7804e-006,2.6358e+007,2.6349e+007,180.28,180.31,0.00011122,0.033998,0.033993,1,0.0019856,0.00094303,-1e-005,0.0035356
175.09,255.63,-2.5642,545.49,24.616,255.71,-2.555,545.41,3.777e-006,2.5912e+007,2.5904e+007,178.33,178.35,0.00011066,0.034143,0.034136,1,0.0019915,0.00093717,-1e-005,0.0035356
176.61,254.27,-2.5895,546.27,24.694,254.35,-2.5809,546.2,3.7774e-006,2.5601e+007,2.5593e+007,176.81,176.83,0.00011009,0.034326,0.03432,1,0.0019974,0.00093132,-1e-005,0.0035356
178.13,252.92,-2.615,547.05,24.772,252.98,-2.607,546.99,3.7777e-006,2.529e+007,2.5282e+007,175.29,175.31,0.00010953,0.034509,0.034503,1,0.0020032,0.00092546,-1e-005,0.0035356
179.65,251.56,-2.6406,547.83,24.85,251.62,-2.6332,547.78,3.7781e-006,2.498e+007,2.4971e+007,173.77,173.79,0.00010897,0.034693,0.034687,1,0.0020091,0.0009196,-1e-005,0.0035356
181.17,250.21,-2.6664,548.61,24.928,250.25,-2.6596,548.56,3.7785e-006,2.4669e+007,2.466e+007,172.25,172.27,0.00010841,0.034876,0.034871,1,0.0020149,0.00091374,-1e-005,0.0035356
182.69,248.85,-2.6923,549.39,25.007,248.89,-2.6861,549.35,3.779e-006,2.4358e+007,2.4349e+007,170.73,170.75,0.00010784,0.03506,0.035054,1,0.0020208,0.00090789,-1e-005,0.0035356
